Name,Review,Number Of Reviews,Genre,Tags,Dev_Info,Developer,Publisher,Release_Date,link,Price
Monster Energy Supercross - The Official Videogame 6,Mixed,(190),"['Racing, Sports']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Racing, Sports']",Milestone S.r.l.,Milestone S.r.l.,"9 Mar, 2023",https://store.steampowered.com/app/2058750/Monster_Energy_Supercross__The_Official_Videogame_6/?snr=1_7_7_7000_150_17,$49.99
Assassin’s Creed® Brotherhood,Very Positive,(204),"['Action, Adventure']",['Single-player'],"['Action, Adventure']",Ubisoft Montreal,Ubisoft,"17 Mar, 2011",https://store.steampowered.com/app/48190/Assassins_Creed_Brotherhood/?snr=1_7_7_7000_150_17,$15.99
The Guild 3,Mixed,(34),"['RPG, Simulation, Strategy']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']","['RPG, Simulation, Strategy']",Purple Lamp,THQ Nordic,"14 Jun, 2022",https://store.steampowered.com/app/311260/The_Guild_3/?snr=1_7_7_7000_150_17,$14.99
Desperados III,Overwhelmingly Positive,(100),['Strategy'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV']",['Strategy'],Mimimi Games,THQ Nordic,"16 Jun, 2020",https://store.steampowered.com/app/610370/Desperados_III/?snr=1_7_7_7000_150_17,$18.99
Little Misfortune,Very Positive,(183),"['Adventure, Casual, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet']","['Adventure, Casual, Indie']",Killmonday Games AB,Killmonday Games AB,"18 Sep, 2019",https://store.steampowered.com/app/714120/Little_Misfortune/?snr=1_7_7_7000_150_17,$19.99
Wargroove,Mixed,(16),"['Indie, Strategy']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Turn Notifications', 'Includes level editor', 'Remote Play on TV', 'Remote Play Together']","['Indie, Strategy']",Chucklefish,Chucklefish,"1 Feb, 2019",https://store.steampowered.com/app/607050/Wargroove/?snr=1_7_7_7000_150_17,$4.19
Supreme Commander 2,Very Positive,(45),['Strategy'],"['Single-player', 'Steam Achievements', 'Stats', 'Steam Leaderboards']",['Strategy'],Gas Powered Games,Square Enix,"2 Mar, 2010",https://store.steampowered.com/app/40100/Supreme_Commander_2/?snr=1_7_7_7000_150_17,$10.49
Chronicon,Very Positive,(37),"['Action, Adventure, Indie, RPG']","['Single-player', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Remote Play on TV', 'Remote Play Together']","['Action, Adventure, Indie, RPG']",Subworld,Subworld,"21 Aug, 2020",https://store.steampowered.com/app/375480/Chronicon/?snr=1_7_7_7000_150_17,$7.79
Yao-Guai Hunter,Very Positive,(44),"['Indie, RPG, Strategy, Early Access']",['Single-player'],"['Indie, RPG, Strategy, Early Access']",MòGames,MòGames,"3 Apr, 2023",https://store.steampowered.com/app/1915510/YaoGuai_Hunter/?snr=1_7_7_7000_150_17,$3.36
AdventureQuest 3D,Very Positive,(63),"['Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG']","['MMO', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases']","['Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG']","Artix Entertainment, LLC","Artix Entertainment, LLC","29 Oct, 2022",https://store.steampowered.com/app/429790/AdventureQuest_3D/?snr=1_7_7_7000_150_17,Free
Element TD 2 - Tower Defense,Very Positive,(24),"['Indie, Strategy']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","['Indie, Strategy']",Element Studios,Element Studios,"2 Apr, 2021",https://store.steampowered.com/app/1018830/Element_TD_2__Tower_Defense/?snr=1_7_7_7000_150_17,$14.99
Assassin's Creed™: Director's Cut Edition,Mostly Positive,(219),"['Action, Adventure']",['Single-player'],"['Action, Adventure']",Ubisoft Montreal,Ubisoft,"9 Apr, 2008",https://store.steampowered.com/app/15100/Assassins_Creed_Directors_Cut_Edition/?snr=1_7_7_7000_150_17,$15.99
Overcrowd: A Commute 'Em Up,Very Positive,"(1,528)",['Simulation'],"['Single-player', 'Steam Achievements']",['Simulation'],SquarePlay Games,SquarePlay Games,"6 Oct, 2020",https://store.steampowered.com/app/726110/Overcrowd_A_Commute_Em_Up/?snr=1_7_7_7000_150_17,$5.99
Age of Empires® III (2007),Very Positive,(65),"['Simulation, Strategy']","['Single-player', 'Steam Trading Cards']","['Simulation, Strategy']",Ensemble Studios,Xbox Game Studios,"15 Sep, 2009",https://store.steampowered.com/app/105450/Age_of_Empires_III_2007/?snr=1_7_7_7000_150_17,$39.99
