Name,Tags,Price,Review
Team Fortress 2,Commentary available,0.0,Very Positive
Team Fortress 2,Remote Play on Phone,0.0,Very Positive
Team Fortress 2,Remote Play on Tablet,0.0,Very Positive
Magic: The Gathering Arena,Online PvP,0.0,Mixed
Magic: The Gathering Arena,Cross-Platform Multiplayer,0.0,Mixed
Magic: The Gathering Arena,In-App Purchases,0.0,Mixed
The Sims™ 4,Single-player,0.0,Very Positive
The Sims™ 4,Steam Trading Cards,0.0,Very Positive
The Sims™ 4,Remote Play on Tablet,0.0,Very Positive
Forza Horizon 5,Single-player,32.78,Very Positive
Forza Horizon 5,Online PvP,32.78,Very Positive
Forza Horizon 5,Online Co-op,32.78,Very Positive
Forza Horizon 5,Cross-Platform Multiplayer,32.78,Very Positive
Forza Horizon 5,Steam Achievements,32.78,Very Positive
Forza Horizon 5,Steam Trading Cards,32.78,Very Positive
Forza Horizon 5,Steam Cloud,32.78,Very Positive
Forza Horizon 5,HDR available,32.78,Very Positive
DJMAX RESPECT V,Single-player,9.99,Very Positive
DJMAX RESPECT V,Online PvP,9.99,Very Positive
DJMAX RESPECT V,Steam Achievements,9.99,Very Positive
DJMAX RESPECT V,Steam Trading Cards,9.99,Very Positive
DJMAX RESPECT V,In-App Purchases,9.99,Very Positive
DJMAX RESPECT V,Remote Play on Phone,9.99,Very Positive
DJMAX RESPECT V,Remote Play on Tablet,9.99,Very Positive
Fallout 76,MMO,5.99,Mostly Positive
Fallout 76,Online PvP,5.99,Mostly Positive
Fallout 76,Online Co-op,5.99,Mostly Positive
Fallout 76,Steam Achievements,5.99,Mostly Positive
Fallout 76,In-App Purchases,5.99,Mostly Positive
Fallout 76,Remote Play on Tablet,5.99,Mostly Positive
STAR WARS™: The Old Republic™,MMO,0.0,Very Positive
STAR WARS™: The Old Republic™,Steam Achievements,0.0,Very Positive
STAR WARS™: The Old Republic™,Steam Trading Cards,0.0,Very Positive
STAR WARS™: The Old Republic™,In-App Purchases,0.0,Very Positive
Football Manager 2024,Single-player,39.99,Very Positive
Football Manager 2024,Steam Achievements,39.99,Very Positive
Football Manager 2024,Steam Cloud,39.99,Very Positive
DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition,Single-player,19.19,Very Positive
DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition,Steam Achievements,19.19,Very Positive
DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition,Steam Trading Cards,19.19,Very Positive
DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition,Steam Cloud,19.19,Very Positive
DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition,Remote Play on Tablet,19.19,Very Positive
Last Train Home,Single-player,12.53,Very Positive
Last Train Home,Steam Achievements,12.53,Very Positive
Last Train Home,Steam Trading Cards,12.53,Very Positive
Last Train Home,Steam Cloud,12.53,Very Positive
Fallout 4,Single-player,3.95,Very Positive
Fallout 4,Steam Achievements,3.95,Very Positive
Fallout 4,Steam Cloud,3.95,Very Positive
Fallout 4,Remote Play on Phone,3.95,Very Positive
Fallout 4,Remote Play on Tablet,3.95,Very Positive
Fallout 4,Remote Play on TV,3.95,Very Positive
Red Dead Redemption 2,Single-player,59.99,Very Positive
Red Dead Redemption 2,Online PvP,59.99,Very Positive
Red Dead Redemption 2,Online Co-op,59.99,Very Positive
Red Dead Redemption 2,Steam Achievements,59.99,Very Positive
Red Dead Redemption 2,In-App Purchases,59.99,Very Positive
Red Dead Redemption 2,Remote Play on Phone,59.99,Very Positive
Red Dead Redemption 2,Remote Play on Tablet,59.99,Very Positive
Hearts of Iron IV,Single-player,23.99,Very Positive
Hearts of Iron IV,Cross-Platform Multiplayer,23.99,Very Positive
Hearts of Iron IV,Steam Achievements,23.99,Very Positive
Hearts of Iron IV,Steam Trading Cards,23.99,Very Positive
Hearts of Iron IV,Steam Workshop,23.99,Very Positive
Hearts of Iron IV,Steam Cloud,23.99,Very Positive
Hearts of Iron IV,Remote Play on Tablet,23.99,Very Positive
World of Tanks Blitz,MMO,0.0,Very Positive
World of Tanks Blitz,Online PvP,0.0,Very Positive
World of Tanks Blitz,Online Co-op,0.0,Very Positive
World of Tanks Blitz,Cross-Platform Multiplayer,0.0,Very Positive
World of Tanks Blitz,Steam Trading Cards,0.0,Very Positive
World of Tanks Blitz,In-App Purchases,0.0,Very Positive
Farming Simulator 22,Single-player,9.99,Very Positive
Farming Simulator 22,Online Co-op,9.99,Very Positive
Farming Simulator 22,Cross-Platform Multiplayer,9.99,Very Positive
Farming Simulator 22,Steam Achievements,9.99,Very Positive
Farming Simulator 22,Steam Trading Cards,9.99,Very Positive
Farming Simulator 22,Steam Cloud,9.99,Very Positive
Farming Simulator 22,Remote Play on TV,9.99,Very Positive
Escape the Backrooms,Single-player,5.79,Very Positive
Escape the Backrooms,Online Co-op,5.79,Very Positive
Escape the Backrooms,Steam Achievements,5.79,Very Positive
Escape the Backrooms,Tracked Controller Support,5.79,Very Positive
Escape the Backrooms,Steam Cloud,5.79,Very Positive
Rise of the Tomb Raider™,Single-player,2.99,Very Positive
Rise of the Tomb Raider™,Steam Achievements,2.99,Very Positive
Rise of the Tomb Raider™,Tracked Controller Support,2.99,Very Positive
Rise of the Tomb Raider™,VR Supported,2.99,Very Positive
Rise of the Tomb Raider™,Steam Trading Cards,2.99,Very Positive
Rise of the Tomb Raider™,Steam Cloud,2.99,Very Positive
Rise of the Tomb Raider™,Steam Leaderboards,2.99,Very Positive
Rise of the Tomb Raider™,Remote Play on Phone,2.99,Very Positive
Rise of the Tomb Raider™,Remote Play on Tablet,2.99,Very Positive
Rise of the Tomb Raider™,Remote Play on TV,2.99,Very Positive
BeamNG.drive,Single-player,12.49,Overwhelmingly Positive
BeamNG.drive,Steam Achievements,12.49,Overwhelmingly Positive
BeamNG.drive,Steam Trading Cards,12.49,Overwhelmingly Positive
BeamNG.drive,Steam Cloud,12.49,Overwhelmingly Positive
BeamNG.drive,Includes level editor,12.49,Overwhelmingly Positive
BeamNG.drive,Remote Play on Phone,12.49,Overwhelmingly Positive
BeamNG.drive,Remote Play on Tablet,12.49,Overwhelmingly Positive
BeamNG.drive,Remote Play Together,12.49,Overwhelmingly Positive
Hunt: Showdown,Online PvP,18.99,Very Positive
Hunt: Showdown,Online Co-op,18.99,Very Positive
Hunt: Showdown,Steam Achievements,18.99,Very Positive
Hunt: Showdown,Steam Trading Cards,18.99,Very Positive
Hunt: Showdown,In-App Purchases,18.99,Very Positive
Hunt: Showdown,Steam Leaderboards,18.99,Very Positive
Hunt: Showdown,Remote Play on Tablet,18.99,Very Positive
Hunt: Showdown,Remote Play on TV,18.99,Very Positive
New World,MMO,39.99,Mostly Positive
New World,Online PvP,39.99,Mostly Positive
New World,Online Co-op,39.99,Mostly Positive
New World,Steam Achievements,39.99,Mostly Positive
New World,In-App Purchases,39.99,Mostly Positive
Path of Exile,Single-player,0.0,Very Positive
Path of Exile,MMO,0.0,Very Positive
Path of Exile,Online PvP,0.0,Very Positive
Path of Exile,Online Co-op,0.0,Very Positive
Path of Exile,Steam Achievements,0.0,Very Positive
Path of Exile,Steam Trading Cards,0.0,Very Positive
Path of Exile,In-App Purchases,0.0,Very Positive
Path of Exile,Remote Play on Tablet,0.0,Very Positive
Shadow of the Tomb Raider: Definitive Edition,Single-player,4.95,Very Positive
Shadow of the Tomb Raider: Definitive Edition,Steam Achievements,4.95,Very Positive
Shadow of the Tomb Raider: Definitive Edition,Steam Trading Cards,4.95,Very Positive
Shadow of the Tomb Raider: Definitive Edition,Steam Cloud,4.95,Very Positive
Shadow of the Tomb Raider: Definitive Edition,Remote Play on Phone,4.95,Very Positive
Shadow of the Tomb Raider: Definitive Edition,Remote Play on Tablet,4.95,Very Positive
Shadow of the Tomb Raider: Definitive Edition,Remote Play on TV,4.95,Very Positive
Raft,Single-player,19.99,Very Positive
Raft,Online Co-op,19.99,Very Positive
Raft,Steam Achievements,19.99,Very Positive
Raft,Steam Cloud,19.99,Very Positive
NBA 2K24,Single-player,59.99,Mostly Negative
NBA 2K24,Online PvP,59.99,Mostly Negative
NBA 2K24,Shared/Split Screen PvP,59.99,Mostly Negative
NBA 2K24,Online Co-op,59.99,Mostly Negative
NBA 2K24,Shared/Split Screen Co-op,59.99,Mostly Negative
NBA 2K24,Steam Achievements,59.99,Mostly Negative
NBA 2K24,In-App Purchases,59.99,Mostly Negative
NBA 2K24,Steam Cloud,59.99,Mostly Negative
NBA 2K24,Remote Play Together,59.99,Mostly Negative
Stellaris,Single-player,23.99,Very Positive
Stellaris,Cross-Platform Multiplayer,23.99,Very Positive
Stellaris,Steam Achievements,23.99,Very Positive
Stellaris,Steam Trading Cards,23.99,Very Positive
Stellaris,Steam Workshop,23.99,Very Positive
Stellaris,Steam Cloud,23.99,Very Positive
GrandChase,In-App Purchases,0.0,Mixed
Age of Empires IV: Anniversary Edition,Single-player,39.99,Very Positive
Age of Empires IV: Anniversary Edition,Online PvP,39.99,Very Positive
Age of Empires IV: Anniversary Edition,Online Co-op,39.99,Very Positive
Age of Empires IV: Anniversary Edition,Cross-Platform Multiplayer,39.99,Very Positive
Age of Empires IV: Anniversary Edition,Steam Achievements,39.99,Very Positive
Overwatch® 2,Online PvP,0.0,Overwhelmingly Negative
Overwatch® 2,Online Co-op,0.0,Overwhelmingly Negative
Overwatch® 2,Cross-Platform Multiplayer,0.0,Overwhelmingly Negative
Overwatch® 2,Steam Achievements,0.0,Overwhelmingly Negative
Overwatch® 2,In-App Purchases,0.0,Overwhelmingly Negative
Zombie Army 4: Dead War,Single-player,7.49,Very Positive
Zombie Army 4: Dead War,Online Co-op,7.49,Very Positive
Zombie Army 4: Dead War,Steam Achievements,7.49,Very Positive
Zombie Army 4: Dead War,In-App Purchases,7.49,Very Positive
Zombie Army 4: Dead War,Steam Cloud,7.49,Very Positive
Zombie Army 4: Dead War,Steam Leaderboards,7.49,Very Positive
Crusader Kings III,Single-player,29.99,Very Positive
Crusader Kings III,Online PvP,29.99,Very Positive
Crusader Kings III,Steam Achievements,29.99,Very Positive
Crusader Kings III,Steam Trading Cards,29.99,Very Positive
Crusader Kings III,Steam Workshop,29.99,Very Positive
Crusader Kings III,Steam Cloud,29.99,Very Positive
Crusader Kings III,Remote Play on Tablet,29.99,Very Positive
SnowRunner,Single-player,20.99,Very Positive
SnowRunner,Online Co-op,20.99,Very Positive
SnowRunner,Steam Achievements,20.99,Very Positive
SnowRunner,Steam Trading Cards,20.99,Very Positive
SnowRunner,Steam Cloud,20.99,Very Positive
SnowRunner,Remote Play on Phone,20.99,Very Positive
SnowRunner,Remote Play on Tablet,20.99,Very Positive
MARVEL SNAP,Online PvP,0.0,Very Positive
MARVEL SNAP,Cross-Platform Multiplayer,0.0,Very Positive
MARVEL SNAP,In-App Purchases,0.0,Very Positive
Squad,Online PvP,22.99,Very Positive
Squad,Steam Trading Cards,22.99,Very Positive
Squad,Steam Workshop,22.99,Very Positive
Squad,Valve Anti-Cheat enabled,22.99,Very Positive
FINAL FANTASY X/X-2 HD Remaster,Single-player,9.59,Very Positive
FINAL FANTASY X/X-2 HD Remaster,Steam Achievements,9.59,Very Positive
FINAL FANTASY X/X-2 HD Remaster,Steam Trading Cards,9.59,Very Positive
FINAL FANTASY X/X-2 HD Remaster,Steam Cloud,9.59,Very Positive
FINAL FANTASY X/X-2 HD Remaster,Remote Play on Phone,9.59,Very Positive
FINAL FANTASY X/X-2 HD Remaster,Remote Play on Tablet,9.59,Very Positive
FOR HONOR™,Single-player,11.99,Mixed
FOR HONOR™,Online PvP,11.99,Mixed
FOR HONOR™,Online Co-op,11.99,Mixed
FOR HONOR™,Steam Trading Cards,11.99,Mixed
FOR HONOR™,In-App Purchases,11.99,Mixed
Sid Meier’s Civilization® VI,Single-player,59.99,Very Positive
Sid Meier’s Civilization® VI,Online PvP,59.99,Very Positive
Sid Meier’s Civilization® VI,LAN PvP,59.99,Very Positive
Sid Meier’s Civilization® VI,Shared/Split Screen PvP,59.99,Very Positive
Sid Meier’s Civilization® VI,Cross-Platform Multiplayer,59.99,Very Positive
Sid Meier’s Civilization® VI,Steam Achievements,59.99,Very Positive
Sid Meier’s Civilization® VI,Steam Trading Cards,59.99,Very Positive
Sid Meier’s Civilization® VI,Steam Workshop,59.99,Very Positive
Sid Meier’s Civilization® VI,Steam Turn Notifications,59.99,Very Positive
Sid Meier’s Civilization® VI,Remote Play on Tablet,59.99,Very Positive
Sid Meier’s Civilization® VI,Remote Play Together,59.99,Very Positive
Mount & Blade II: Bannerlord,Single-player,19.99,Very Positive
Mount & Blade II: Bannerlord,Online PvP,19.99,Very Positive
Mount & Blade II: Bannerlord,Steam Achievements,19.99,Very Positive
Mount & Blade II: Bannerlord,Steam Trading Cards,19.99,Very Positive
Mount & Blade II: Bannerlord,Steam Workshop,19.99,Very Positive
Mount & Blade II: Bannerlord,Steam Cloud,19.99,Very Positive
Mount & Blade II: Bannerlord,Includes level editor,19.99,Very Positive
Mount & Blade II: Bannerlord,Remote Play on Tablet,19.99,Very Positive
Call of Duty®: Black Ops III,Single-player,59.99,Very Positive
Call of Duty®: Black Ops III,Steam Achievements,59.99,Very Positive
Call of Duty®: Black Ops III,Steam Trading Cards,59.99,Very Positive
Call of Duty®: Black Ops III,Steam Workshop,59.99,Very Positive
Call of Duty®: Black Ops III,Valve Anti-Cheat enabled,59.99,Very Positive
Call of Duty®: Black Ops III,Steam Leaderboards,59.99,Very Positive
Call of Duty®: Black Ops III,Remote Play on Phone,59.99,Very Positive
Call of Duty®: Black Ops III,Remote Play on Tablet,59.99,Very Positive
Call of Duty®: Black Ops III,Remote Play on TV,59.99,Very Positive
Call of Duty®: Black Ops III,Remote Play Together,59.99,Very Positive
Summoners War: Chronicles,MMO,0.0,Mostly Positive
Summoners War: Chronicles,Online PvP,0.0,Mostly Positive
Summoners War: Chronicles,Online Co-op,0.0,Mostly Positive
Summoners War: Chronicles,Cross-Platform Multiplayer,0.0,Mostly Positive
Summoners War: Chronicles,In-App Purchases,0.0,Mostly Positive
Witch It,Online PvP,2.09,Very Positive
Witch It,Steam Achievements,2.09,Very Positive
Witch It,Steam Trading Cards,2.09,Very Positive
Witch It,Steam Workshop,2.09,Very Positive
Witch It,Steam Cloud,2.09,Very Positive
Witch It,Valve Anti-Cheat enabled,2.09,Very Positive
Witch It,Stats,2.09,Very Positive
Witch It,Includes level editor,2.09,Very Positive
Russian Fishing 4,Single-player,0.0,Mostly Positive
Russian Fishing 4,MMO,0.0,Mostly Positive
Russian Fishing 4,Online PvP,0.0,Mostly Positive
Russian Fishing 4,Steam Achievements,0.0,Mostly Positive
Russian Fishing 4,In-App Purchases,0.0,Mostly Positive
Russian Fishing 4,Stats,0.0,Mostly Positive
"Flashing Lights - Police, Firefighting, Emergency Services (EMS) Simulator",Single-player,0.67,Very Positive
"Flashing Lights - Police, Firefighting, Emergency Services (EMS) Simulator",Online Co-op,0.67,Very Positive
It Takes Two,Online Co-op,39.99,Overwhelmingly Positive
It Takes Two,Shared/Split Screen Co-op,39.99,Overwhelmingly Positive
It Takes Two,Steam Achievements,39.99,Overwhelmingly Positive
It Takes Two,Steam Trading Cards,39.99,Overwhelmingly Positive
It Takes Two,Remote Play Together,39.99,Overwhelmingly Positive
Train Sim World® 4,Single-player,19.16,Mostly Positive
Train Sim World® 4,Steam Achievements,19.16,Mostly Positive
Train Sim World® 4,Stats,19.16,Mostly Positive
港詭實錄ParanormalHK,Single-player,6.49,Very Positive
Bendy and the Dark Revival,Single-player,5.99,Very Positive
Bendy and the Dark Revival,Steam Achievements,5.99,Very Positive
Bloons TD 6,Single-player,7.79,Overwhelmingly Positive
Bloons TD 6,Online Co-op,7.79,Overwhelmingly Positive
Bloons TD 6,Steam Achievements,7.79,Overwhelmingly Positive
Bloons TD 6,In-App Purchases,7.79,Overwhelmingly Positive
