Name,Tags,Price,Review
MORDHAU,Online Co-op,12.99,Very Positive
MORDHAU,Steam Achievements,12.99,Very Positive
MORDHAU,Steam Trading Cards,12.99,Very Positive
MORDHAU,Steam Cloud,12.99,Very Positive
MORDHAU,Valve Anti-Cheat enabled,12.99,Very Positive
MORDHAU,Stats,12.99,Very Positive
MORDHAU,Remote Play on Phone,12.99,Very Positive
MORDHAU,Remote Play on Tablet,12.99,Very Positive
Red Dead Online,Online PvP,19.99,Very Positive
Red Dead Online,Online Co-op,19.99,Very Positive
Red Dead Online,Steam Achievements,19.99,Very Positive
Red Dead Online,In-App Purchases,19.99,Very Positive
Red Dead Online,Remote Play on Phone,19.99,Very Positive
Red Dead Online,Remote Play on Tablet,19.99,Very Positive
Predecessor,Single-player,4.99,Mostly Positive
Predecessor,Online PvP,4.99,Mostly Positive
Predecessor,Online Co-op,4.99,Mostly Positive
Predecessor,Cross-Platform Multiplayer,4.99,Mostly Positive
Predecessor,In-App Purchases,4.99,Mostly Positive
F1® Manager 2023,Single-player,25.99,Mostly Positive
F1® Manager 2023,Steam Achievements,25.99,Mostly Positive
F1® Manager 2023,Steam Trading Cards,25.99,Mostly Positive
F1® Manager 2023,Steam Cloud,25.99,Mostly Positive
A Total War Saga: TROY,Single-player,39.99,Mostly Positive
A Total War Saga: TROY,Online PvP,39.99,Mostly Positive
A Total War Saga: TROY,LAN PvP,39.99,Mostly Positive
A Total War Saga: TROY,Online Co-op,39.99,Mostly Positive
A Total War Saga: TROY,LAN Co-op,39.99,Mostly Positive
A Total War Saga: TROY,Steam Achievements,39.99,Mostly Positive
A Total War Saga: TROY,Steam Workshop,39.99,Mostly Positive
Stranded Deep,Single-player,19.99,Mostly Positive
Stranded Deep,Online Co-op,19.99,Mostly Positive
Stranded Deep,Shared/Split Screen Co-op,19.99,Mostly Positive
Stranded Deep,Steam Achievements,19.99,Mostly Positive
Stranded Deep,Steam Workshop,19.99,Mostly Positive
Stranded Deep,Stats,19.99,Mostly Positive
Stranded Deep,Steam Leaderboards,19.99,Mostly Positive
Stranded Deep,Includes level editor,19.99,Mostly Positive
Stranded Deep,Remote Play on TV,19.99,Mostly Positive
Stranded Deep,Remote Play Together,19.99,Mostly Positive
Jagged Alliance 3,Single-player,20.99,Very Positive
Jagged Alliance 3,Online Co-op,20.99,Very Positive
Jagged Alliance 3,Steam Achievements,20.99,Very Positive
Jagged Alliance 3,Steam Trading Cards,20.99,Very Positive
Jagged Alliance 3,Steam Cloud,20.99,Very Positive
Golf It!,Single-player,5.49,Very Positive
Golf It!,Online PvP,5.49,Very Positive
Golf It!,Shared/Split Screen PvP,5.49,Very Positive
Golf It!,Cross-Platform Multiplayer,5.49,Very Positive
Golf It!,Steam Achievements,5.49,Very Positive
Golf It!,Tracked Controller Support,5.49,Very Positive
Golf It!,VR Supported,5.49,Very Positive
Golf It!,Steam Trading Cards,5.49,Very Positive
Golf It!,Steam Workshop,5.49,Very Positive
Golf It!,Steam Cloud,5.49,Very Positive
Golf It!,Stats,5.49,Very Positive
Golf It!,Steam Leaderboards,5.49,Very Positive
Golf It!,Includes level editor,5.49,Very Positive
Golf It!,Remote Play on Phone,5.49,Very Positive
Golf It!,Remote Play on Tablet,5.49,Very Positive
Golf It!,Remote Play Together,5.49,Very Positive
Back 4 Blood,Single-player,59.99,Mixed
Back 4 Blood,Online PvP,59.99,Mixed
Back 4 Blood,Online Co-op,59.99,Mixed
Back 4 Blood,HDR available,59.99,Mixed
Do Not Feed the Monkeys,Single-player,1.69,Very Positive
Do Not Feed the Monkeys,Steam Achievements,1.69,Very Positive
Do Not Feed the Monkeys,Steam Trading Cards,1.69,Very Positive
Do Not Feed the Monkeys,Steam Cloud,1.69,Very Positive
"Gunner, HEAT, PC!",Single-player,14.99,Very Positive
This Bed We Made,Single-player,24.99,Very Positive
This Bed We Made,Steam Achievements,24.99,Very Positive
Soulstone Survivors,Single-player,5.79,Very Positive
Soulstone Survivors,Steam Achievements,5.79,Very Positive
Soulstone Survivors,Steam Trading Cards,5.79,Very Positive
Soulstone Survivors,Steam Cloud,5.79,Very Positive
Soulstone Survivors,Stats,5.79,Very Positive
Fernbus Simulator,Single-player,14.99,Mostly Positive
Fernbus Simulator,Steam Achievements,14.99,Mostly Positive
Fernbus Simulator,Steam Workshop,14.99,Mostly Positive
Fernbus Simulator,Steam Leaderboards,14.99,Mostly Positive
Forts,Single-player,7.99,Very Positive
Forts,Online PvP,7.99,Very Positive
Forts,LAN PvP,7.99,Very Positive
Forts,Online Co-op,7.99,Very Positive
Forts,LAN Co-op,7.99,Very Positive
Forts,Steam Achievements,7.99,Very Positive
Forts,Steam Trading Cards,7.99,Very Positive
Forts,Captions available,7.99,Very Positive
Forts,Steam Workshop,7.99,Very Positive
Forts,Steam Cloud,7.99,Very Positive
Forts,Steam Leaderboards,7.99,Very Positive
Forts,Includes level editor,7.99,Very Positive
Peaks of Yore,Single-player,9.89,Very Positive
Peaks of Yore,Steam Achievements,9.89,Very Positive
Peaks of Yore,Steam Cloud,9.89,Very Positive
Total War: MEDIEVAL II – Definitive Edition,Single-player,19.99,Overwhelmingly Positive
Total War: MEDIEVAL II – Definitive Edition,Steam Trading Cards,19.99,Overwhelmingly Positive
OCTOPATH TRAVELER™,Single-player,50.03,Very Positive
OCTOPATH TRAVELER™,Steam Achievements,50.03,Very Positive
OCTOPATH TRAVELER™,Steam Trading Cards,50.03,Very Positive
OCTOPATH TRAVELER™,Steam Cloud,50.03,Very Positive
OCTOPATH TRAVELER™,Remote Play on Phone,50.03,Very Positive
OCTOPATH TRAVELER™,Remote Play on Tablet,50.03,Very Positive
OCTOPATH TRAVELER™,Remote Play on TV,50.03,Very Positive
Resident Evil 3,Single-player,29.99,Very Positive
Resident Evil 3,Online PvP,29.99,Very Positive
Resident Evil 3,Steam Achievements,29.99,Very Positive
Resident Evil 3,Steam Trading Cards,29.99,Very Positive
Resident Evil 3,Steam Cloud,29.99,Very Positive
Resident Evil 3,Remote Play on Tablet,29.99,Very Positive
Resident Evil 3,HDR available,29.99,Very Positive
Ultimate Admiral: Dreadnoughts,Single-player,34.99,Mostly Positive
Steep™,Single-player,23.99,Very Positive
Steep™,Online PvP,23.99,Very Positive
Steep™,Steam Trading Cards,23.99,Very Positive
Steep™,In-App Purchases,23.99,Very Positive
Quasimorph,Single-player,12.49,Mostly Positive
NEKOPARA Vol. 1,Single-player,3.47,Overwhelmingly Positive
NEKOPARA Vol. 1,Steam Achievements,3.47,Overwhelmingly Positive
NEKOPARA Vol. 1,Steam Trading Cards,3.47,Overwhelmingly Positive
NEKOPARA Vol. 1,Steam Cloud,3.47,Overwhelmingly Positive
NEKOPARA Vol. 1,Remote Play on Phone,3.47,Overwhelmingly Positive
NEKOPARA Vol. 1,Remote Play on Tablet,3.47,Overwhelmingly Positive
Just Go,Single-player,7.49,Very Positive
Just Go,Online PvP,7.49,Very Positive
Just Go,Shared/Split Screen PvP,7.49,Very Positive
Just Go,Shared/Split Screen Co-op,7.49,Very Positive
Just Go,Steam Achievements,7.49,Very Positive
Just Go,Steam Cloud,7.49,Very Positive
Just Go,Stats,7.49,Very Positive
Just Go,Steam Leaderboards,7.49,Very Positive
Just Go,Remote Play Together,7.49,Very Positive
Black Mesa,Single-player,19.99,Overwhelmingly Positive
Black Mesa,Online PvP,19.99,Overwhelmingly Positive
Black Mesa,Cross-Platform Multiplayer,19.99,Overwhelmingly Positive
Black Mesa,Steam Achievements,19.99,Overwhelmingly Positive
Black Mesa,Steam Trading Cards,19.99,Overwhelmingly Positive
Black Mesa,Captions available,19.99,Overwhelmingly Positive
Black Mesa,Steam Workshop,19.99,Overwhelmingly Positive
Black Mesa,Steam Cloud,19.99,Overwhelmingly Positive
Black Mesa,Includes level editor,19.99,Overwhelmingly Positive
Black Mesa,Includes Source SDK,19.99,Overwhelmingly Positive
Black Mesa,Remote Play on Phone,19.99,Overwhelmingly Positive
Black Mesa,Remote Play on Tablet,19.99,Overwhelmingly Positive
Trackmania,Single-player,0.0,Mostly Positive
Trackmania,LAN PvP,0.0,Mostly Positive
Trackmania,Shared/Split Screen PvP,0.0,Mostly Positive
Trackmania,Cross-Platform Multiplayer,0.0,Mostly Positive
Disney's Chicken Little,Single-player,1.44,Mixed
Disney's Chicken Little,Steam Cloud,1.44,Mixed
Fears to Fathom - Ironbark Lookout,Single-player,5.99,Very Positive
Fears to Fathom - Ironbark Lookout,Steam Achievements,5.99,Very Positive
One-armed robber,Single-player,0.0,Very Positive
One-armed robber,Online Co-op,0.0,Very Positive
One-armed robber,In-App Purchases,0.0,Very Positive
One-armed robber,Steam Cloud,0.0,Very Positive
Derail Valley,Single-player,18.99,Overwhelmingly Positive
Derail Valley,Tracked Controller Support,18.99,Overwhelmingly Positive
Derail Valley,VR Supported,18.99,Overwhelmingly Positive
BioShock Infinite,Single-player,29.99,Very Positive
BioShock Infinite,Steam Achievements,29.99,Very Positive
BioShock Infinite,Steam Trading Cards,29.99,Very Positive
BioShock Infinite,Steam Cloud,29.99,Very Positive
BioShock Infinite,Remote Play on Tablet,29.99,Very Positive
BioShock Infinite,Remote Play on TV,29.99,Very Positive
Touhou Luna Nights,Single-player,6.96,Overwhelmingly Positive
Touhou Luna Nights,Steam Cloud,6.96,Overwhelmingly Positive
Touhou Luna Nights,Remote Play on Phone,6.96,Overwhelmingly Positive
Touhou Luna Nights,Remote Play on Tablet,6.96,Overwhelmingly Positive
Stronghold Crusader 2,Single-player,18.99,Mostly Positive
Stronghold Crusader 2,Online PvP,18.99,Mostly Positive
Stronghold Crusader 2,Online Co-op,18.99,Mostly Positive
Stronghold Crusader 2,Steam Achievements,18.99,Mostly Positive
Stronghold Crusader 2,Steam Trading Cards,18.99,Mostly Positive
Stronghold Crusader 2,Steam Workshop,18.99,Mostly Positive
Stronghold Crusader 2,Steam Cloud,18.99,Mostly Positive
Stronghold Crusader 2,Includes level editor,18.99,Mostly Positive
Wayfinder,Single-player,19.99,Mixed
Wayfinder,MMO,19.99,Mixed
Wayfinder,Online Co-op,19.99,Mixed
Wayfinder,Cross-Platform Multiplayer,19.99,Mixed
Wayfinder,Steam Achievements,19.99,Mixed
State of Decay: YOSE,Single-player,4.99,Very Positive
State of Decay: YOSE,Steam Achievements,4.99,Very Positive
State of Decay: YOSE,Steam Trading Cards,4.99,Very Positive
State of Decay: YOSE,Steam Cloud,4.99,Very Positive
State of Decay: YOSE,Steam Leaderboards,4.99,Very Positive
Disney Universe,Single-player,2.62,Very Positive
Disney Universe,Steam Cloud,2.62,Very Positive
Disney Universe,Remote Play on TV,2.62,Very Positive
Disney Universe,Remote Play Together,2.62,Very Positive
CUSTOM ORDER MAID 3D2 It's a Night Magic,Single-player,40.0,Very Positive
CUSTOM ORDER MAID 3D2 It's a Night Magic,Tracked Controller Support,40.0,Very Positive
CUSTOM ORDER MAID 3D2 It's a Night Magic,VR Supported,40.0,Very Positive
Tony Hawk's™ Pro Skater™ 1 + 2,Single-player,39.99,Very Positive
Tony Hawk's™ Pro Skater™ 1 + 2,Online PvP,39.99,Very Positive
Tony Hawk's™ Pro Skater™ 1 + 2,Shared/Split Screen PvP,39.99,Very Positive
Tony Hawk's™ Pro Skater™ 1 + 2,Steam Achievements,39.99,Very Positive
Tony Hawk's™ Pro Skater™ 1 + 2,Steam Cloud,39.99,Very Positive
BOKURA,Online Co-op,3.3,Very Positive
BOKURA,LAN Co-op,3.3,Very Positive
Metal: Hellsinger,Single-player,14.99,Overwhelmingly Positive
Metal: Hellsinger,Steam Achievements,14.99,Overwhelmingly Positive
Metal: Hellsinger,Steam Cloud,14.99,Overwhelmingly Positive
Disney•Pixar Brave: The Video Game,Single-player,2.62,Very Positive
Disney•Pixar Brave: The Video Game,Steam Cloud,2.62,Very Positive
Disney•Pixar Brave: The Video Game,Remote Play Together,2.62,Very Positive
Dungeons 4,Single-player,49.99,Very Positive
Dungeons 4,Online Co-op,49.99,Very Positive
Dungeons 4,Steam Achievements,49.99,Very Positive
Dungeons 4,Steam Trading Cards,49.99,Very Positive
Dungeons 4,Steam Cloud,49.99,Very Positive
Project Hospital,Single-player,12.49,Very Positive
Project Hospital,Steam Achievements,12.49,Very Positive
Project Hospital,Steam Trading Cards,12.49,Very Positive
Project Hospital,Steam Workshop,12.49,Very Positive
Project Hospital,Steam Cloud,12.49,Very Positive
Project Hospital,Stats,12.49,Very Positive
Life is Strange - Episode 1,Single-player,0.0,Overwhelmingly Positive
Life is Strange - Episode 1,Steam Achievements,0.0,Overwhelmingly Positive
Life is Strange - Episode 1,Steam Trading Cards,0.0,Overwhelmingly Positive
Life is Strange - Episode 1,Steam Cloud,0.0,Overwhelmingly Positive
Life is Strange - Episode 1,Remote Play on Phone,0.0,Overwhelmingly Positive
Life is Strange - Episode 1,Remote Play on Tablet,0.0,Overwhelmingly Positive
Life is Strange - Episode 1,Remote Play on TV,0.0,Overwhelmingly Positive
Shakes and Fidget,Single-player,0.0,Very Positive
Shakes and Fidget,MMO,0.0,Very Positive
Shakes and Fidget,Cross-Platform Multiplayer,0.0,Very Positive
Shakes and Fidget,Steam Trading Cards,0.0,Very Positive
Shakes and Fidget,In-App Purchases,0.0,Very Positive
PROJECT: PLAYTIME,Online Co-op,0.0,Mostly Positive
PROJECT: PLAYTIME,In-App Purchases,0.0,Mostly Positive
Lakeburg Legacies,Single-player,11.5,Mostly Positive
Lakeburg Legacies,Steam Achievements,11.5,Mostly Positive
Lakeburg Legacies,Steam Cloud,11.5,Mostly Positive
Everybody's Gone to the Rapture,Single-player,7.99,Mixed
Everybody's Gone to the Rapture,Steam Achievements,7.99,Mixed
Everybody's Gone to the Rapture,Captions available,7.99,Mixed
Everybody's Gone to the Rapture,Steam Cloud,7.99,Mixed
Everybody's Gone to the Rapture,Remote Play on TV,7.99,Mixed
FINAL FANTASY VIII,Single-player,3.79,Very Positive
FINAL FANTASY VIII,Steam Achievements,3.79,Very Positive
FINAL FANTASY VIII,Steam Cloud,3.79,Very Positive
FINAL FANTASY VIII,Remote Play on Phone,3.79,Very Positive
FINAL FANTASY VIII,Remote Play on Tablet,3.79,Very Positive
GNOSIA,Single-player,9.99,Very Positive
GNOSIA,Steam Achievements,9.99,Very Positive
GNOSIA,Steam Trading Cards,9.99,Very Positive
Depersonalization,Single-player,19.99,Very Positive
Depersonalization,Steam Achievements,19.99,Very Positive
Depersonalization,Steam Cloud,19.99,Very Positive
theHunter Classic,Single-player,0.0,Mixed
theHunter Classic,Online Co-op,0.0,Mixed
theHunter Classic,Steam Achievements,0.0,Mixed
theHunter Classic,In-App Purchases,0.0,Mixed
The Riftbreaker,Single-player,14.99,Very Positive
The Riftbreaker,Steam Achievements,14.99,Very Positive
The Riftbreaker,Steam Trading Cards,14.99,Very Positive
The Riftbreaker,Steam Workshop,14.99,Very Positive
The Riftbreaker,Steam Cloud,14.99,Very Positive
The Riftbreaker,Includes level editor,14.99,Very Positive
The Riftbreaker,Remote Play on TV,14.99,Very Positive
Amazing Cultivation Simulator,Single-player,24.99,Very Positive
Amazing Cultivation Simulator,Steam Achievements,24.99,Very Positive
Amazing Cultivation Simulator,Steam Trading Cards,24.99,Very Positive
Amazing Cultivation Simulator,Steam Workshop,24.99,Very Positive
Amazing Cultivation Simulator,Steam Cloud,24.99,Very Positive
Amazing Cultivation Simulator,Stats,24.99,Very Positive
Techtonica,Single-player,14.99,Very Positive
Techtonica,Online Co-op,14.99,Very Positive
Techtonica,Steam Achievements,14.99,Very Positive
Techtonica,Steam Cloud,14.99,Very Positive
Assassin's Creed® Origins,Single-player,47.99,Very Positive
Assassin's Creed® Origins,Steam Achievements,47.99,Very Positive
Assassin's Creed® Origins,Steam Trading Cards,47.99,Very Positive
Assassin's Creed® Origins,Captions available,47.99,Very Positive
Assassin's Creed® Origins,In-App Purchases,47.99,Very Positive
Assassin's Creed® Origins,Remote Play on Tablet,47.99,Very Positive
Ancestors: The Humankind Odyssey,Single-player,38.69,Very Positive
Ancestors: The Humankind Odyssey,Steam Achievements,38.69,Very Positive
Ancestors: The Humankind Odyssey,Steam Cloud,38.69,Very Positive
Shadow Warrior 3: Definitive Edition,Single-player,7.35,Mixed
Shadow Warrior 3: Definitive Edition,Steam Achievements,7.35,Mixed
Shadow Warrior 3: Definitive Edition,Steam Trading Cards,7.35,Mixed
Shadow Warrior 3: Definitive Edition,Steam Cloud,7.35,Mixed
Killer Frequency,Single-player,12.49,Very Positive
Killer Frequency,Steam Achievements,12.49,Very Positive
Killer Frequency,Steam Cloud,12.49,Very Positive
HUMANKIND™,Single-player,42.49,Mixed
HUMANKIND™,Online PvP,42.49,Mixed
HUMANKIND™,Steam Achievements,42.49,Mixed
HUMANKIND™,Steam Trading Cards,42.49,Mixed
HUMANKIND™,Steam Cloud,42.49,Mixed
HUMANKIND™,Includes level editor,42.49,Mixed
Baldur's Gate: Enhanced Edition,Single-player,10.49,Very Positive
Baldur's Gate: Enhanced Edition,Cross-Platform Multiplayer,10.49,Very Positive
Baldur's Gate: Enhanced Edition,Steam Achievements,10.49,Very Positive
Baldur's Gate: Enhanced Edition,Steam Trading Cards,10.49,Very Positive
Baldur's Gate: Enhanced Edition,Captions available,10.49,Very Positive
Baldur's Gate: Enhanced Edition,Steam Cloud,10.49,Very Positive
War Hospital,Single-player,19.99,Mixed
War Hospital,Steam Achievements,19.99,Mixed
War Hospital,Steam Cloud,19.99,Mixed
Ragnarock,Single-player,6.24,Very Positive
Ragnarock,Online PvP,6.24,Very Positive
Ragnarock,Shared/Split Screen Co-op,6.24,Very Positive
Ragnarock,Cross-Platform Multiplayer,6.24,Very Positive
Ragnarock,Steam Achievements,6.24,Very Positive
Ragnarock,Tracked Controller Support,6.24,Very Positive
Ragnarock,VR Supported,6.24,Very Positive
Ragnarock,In-App Purchases,6.24,Very Positive
Ragnarock,Remote Play Together,6.24,Very Positive
Roadwarden,Single-player,3.14,Overwhelmingly Positive
Roadwarden,Steam Achievements,3.14,Overwhelmingly Positive
Heroes® of Might & Magic® III - HD Edition,Single-player,11.99,Mostly Positive
Heroes® of Might & Magic® III - HD Edition,Steam Achievements,11.99,Mostly Positive
Heroes® of Might & Magic® III - HD Edition,Includes level editor,11.99,Mostly Positive
Heroes® of Might & Magic® III - HD Edition,Remote Play on Tablet,11.99,Mostly Positive
BATTLETECH,Single-player,23.99,Very Positive
BATTLETECH,Online PvP,23.99,Very Positive
BATTLETECH,Cross-Platform Multiplayer,23.99,Very Positive
BATTLETECH,Steam Achievements,23.99,Very Positive
BATTLETECH,Steam Trading Cards,23.99,Very Positive
BATTLETECH,Steam Cloud,23.99,Very Positive
BATTLETECH,Remote Play Together,23.99,Very Positive
LONESTAR,Single-player,5.79,Very Positive
LONESTAR,Steam Achievements,5.79,Very Positive
LONESTAR,Steam Cloud,5.79,Very Positive
Total War: EMPIRE – Definitive Edition,Single-player,19.99,Very Positive
Total War: EMPIRE – Definitive Edition,Online PvP,19.99,Very Positive
Total War: EMPIRE – Definitive Edition,LAN PvP,19.99,Very Positive
Total War: EMPIRE – Definitive Edition,Online Co-op,19.99,Very Positive
Total War: EMPIRE – Definitive Edition,LAN Co-op,19.99,Very Positive
Total War: EMPIRE – Definitive Edition,Steam Achievements,19.99,Very Positive
Total War: EMPIRE – Definitive Edition,Steam Trading Cards,19.99,Very Positive
Total War: EMPIRE – Definitive Edition,Stats,19.99,Very Positive
Football Coach: College Dynasty,Single-player,11.24,Overwhelmingly Positive
Hydroneer,Single-player,14.99,Very Positive
Hydroneer,Shared/Split Screen Co-op,14.99,Very Positive
Hydroneer,Steam Achievements,14.99,Very Positive
Hydroneer,Steam Trading Cards,14.99,Very Positive
Hydroneer,Steam Workshop,14.99,Very Positive
Hydroneer,Steam Cloud,14.99,Very Positive
Hydroneer,Remote Play Together,14.99,Very Positive
Tom Clancy’s The Division™,Single-player,23.99,Mostly Positive
Tom Clancy’s The Division™,Steam Trading Cards,23.99,Mostly Positive
Tom Clancy’s The Division™,In-App Purchases,23.99,Mostly Positive
Assassin's Creed® Unity,Single-player,23.99,Mostly Positive
Assassin's Creed® Unity,In-App Purchases,23.99,Mostly Positive
Farming Simulator 19,Single-player,8.99,Very Positive
Farming Simulator 19,Online Co-op,8.99,Very Positive
Farming Simulator 19,Steam Achievements,8.99,Very Positive
Farming Simulator 19,Steam Trading Cards,8.99,Very Positive
Farming Simulator 19,Steam Cloud,8.99,Very Positive
Farming Simulator 19,Remote Play on Tablet,8.99,Very Positive
Farming Simulator 19,Remote Play on TV,8.99,Very Positive
Dungeons & Dragons Online®,MMO,0.0,Mostly Positive
Dungeons & Dragons Online®,In-App Purchases,0.0,Mostly Positive
Opus Magnum,Single-player,10.49,Overwhelmingly Positive
Opus Magnum,Steam Achievements,10.49,Overwhelmingly Positive
Opus Magnum,Steam Workshop,10.49,Overwhelmingly Positive
Opus Magnum,Steam Cloud,10.49,Overwhelmingly Positive
Opus Magnum,Steam Leaderboards,10.49,Overwhelmingly Positive
Opus Magnum,Includes level editor,10.49,Overwhelmingly Positive
Rogue Company,Online PvP,0.0,Mostly Positive
Rogue Company,Online Co-op,0.0,Mostly Positive
Rogue Company,Cross-Platform Multiplayer,0.0,Mostly Positive
Rogue Company,Steam Achievements,0.0,Mostly Positive
Rogue Company,In-App Purchases,0.0,Mostly Positive
STAR WARS Jedi: Fallen Order™,Single-player,39.99,Very Positive
STAR WARS Jedi: Fallen Order™,Steam Achievements,39.99,Very Positive
STAR WARS Jedi: Fallen Order™,Steam Trading Cards,39.99,Very Positive
STAR WARS Jedi: Fallen Order™,Remote Play on Tablet,39.99,Very Positive
STAR WARS Jedi: Fallen Order™,Remote Play on TV,39.99,Very Positive
STAR WARS Jedi: Fallen Order™,HDR available,39.99,Very Positive
Need for Speed™ Most Wanted,Single-player,19.99,Mostly Positive
Need for Speed™ Most Wanted,Online PvP,19.99,Mostly Positive
Need for Speed™ Most Wanted,Steam Trading Cards,19.99,Mostly Positive
Battlefield 4™,Single-player,39.99,Very Positive
Battlefield 4™,Online PvP,39.99,Very Positive
Battlefield 4™,Steam Achievements,39.99,Very Positive
Battlefield 4™,Steam Trading Cards,39.99,Very Positive
Battlefield 4™,HDR available,39.99,Very Positive
Animation Throwdown: The Quest for Cards,Single-player,0.0,Mostly Positive
Animation Throwdown: The Quest for Cards,Online PvP,0.0,Mostly Positive
Animation Throwdown: The Quest for Cards,Cross-Platform Multiplayer,0.0,Mostly Positive
Animation Throwdown: The Quest for Cards,Steam Achievements,0.0,Mostly Positive
Animation Throwdown: The Quest for Cards,Steam Trading Cards,0.0,Mostly Positive
Animation Throwdown: The Quest for Cards,In-App Purchases,0.0,Mostly Positive
The Escape: Together,Single-player,1.79,Very Positive
The Escape: Together,Online Co-op,1.79,Very Positive
The Escape: Together,Steam Achievements,1.79,Very Positive
The Escape: Together,Captions available,1.79,Very Positive
Ratopia,Single-player,10.49,Very Positive
Ratopia,Steam Achievements,10.49,Very Positive
Ratopia,Steam Cloud,10.49,Very Positive
Dimensions: Dreadnought Architect,Single-player,9.89,Mixed
Dimensions: Dreadnought Architect,LAN PvP,9.89,Mixed
Dimensions: Dreadnought Architect,LAN Co-op,9.89,Mixed
Dimensions: Dreadnought Architect,Steam Achievements,9.89,Mixed
Dimensions: Dreadnought Architect,Steam Workshop,9.89,Mixed
Dimensions: Dreadnought Architect,Steam Cloud,9.89,Mixed
City Car Driving,Single-player,12.49,Very Positive
City Car Driving,Steam Achievements,12.49,Very Positive
City Car Driving,VR Supported,12.49,Very Positive
City Car Driving,Steam Trading Cards,12.49,Very Positive
City Car Driving,Steam Workshop,12.49,Very Positive
City Car Driving,Steam Cloud,12.49,Very Positive
Townscaper,Single-player,3.59,Overwhelmingly Positive
Mount & Blade: Warband,Single-player,7.99,Overwhelmingly Positive
Mount & Blade: Warband,Steam Achievements,7.99,Overwhelmingly Positive
Mount & Blade: Warband,Steam Trading Cards,7.99,Overwhelmingly Positive
Mount & Blade: Warband,Steam Workshop,7.99,Overwhelmingly Positive
Tracks - The Train Set Game,Single-player,0.49,Very Positive
Tracks - The Train Set Game,Steam Achievements,0.49,Very Positive
Borderlands: The Pre-Sequel,Single-player,39.99,Very Positive
Borderlands: The Pre-Sequel,Steam Achievements,39.99,Very Positive
Borderlands: The Pre-Sequel,Steam Trading Cards,39.99,Very Positive
Borderlands: The Pre-Sequel,Steam Cloud,39.99,Very Positive
Borderlands: The Pre-Sequel,Remote Play on TV,39.99,Very Positive
Starbound,Single-player,7.99,Very Positive
Starbound,Online PvP,7.99,Very Positive
Starbound,Online Co-op,7.99,Very Positive
Starbound,Cross-Platform Multiplayer,7.99,Very Positive
Starbound,Steam Achievements,7.99,Very Positive
Starbound,Steam Trading Cards,7.99,Very Positive
Starbound,Steam Workshop,7.99,Very Positive
Wedding Witch,Single-player,2.99,Very Positive
Wedding Witch,Steam Achievements,2.99,Very Positive
Wedding Witch,Steam Cloud,2.99,Very Positive
Chillquarium,Single-player,3.59,Very Positive
Chillquarium,Steam Achievements,3.59,Very Positive
Chillquarium,Steam Cloud,3.59,Very Positive
Chillquarium,Stats,3.59,Very Positive
Papa's Freezeria Deluxe,Single-player,3.59,Overwhelmingly Positive
Papa's Freezeria Deluxe,Steam Achievements,3.59,Overwhelmingly Positive
Papa's Freezeria Deluxe,Steam Cloud,3.59,Overwhelmingly Positive
My Dream Setup,Single-player,3.59,Very Positive
My Dream Setup,Steam Achievements,3.59,Very Positive
My Dream Setup,Steam Trading Cards,3.59,Very Positive
My Dream Setup,Steam Workshop,3.59,Very Positive
Smalland: Survive the Wilds,Single-player,17.99,Very Positive
Smalland: Survive the Wilds,Online Co-op,17.99,Very Positive
Smalland: Survive the Wilds,Steam Achievements,17.99,Very Positive
Canvas of Kings,Single-player,18.99,Very Positive
Canvas of Kings,Includes level editor,18.99,Very Positive
Feed and Grow: Fish,Single-player,14.99,Mostly Positive
Feed and Grow: Fish,Steam Achievements,14.99,Mostly Positive
Turing Complete,Single-player,19.99,Overwhelmingly Positive
Turing Complete,Steam Achievements,19.99,Overwhelmingly Positive
Turing Complete,Steam Cloud,19.99,Overwhelmingly Positive
Tainted Grail: The Fall of Avalon,Single-player,29.99,Very Positive
Magicraft,Single-player,5.79,Very Positive
Magicraft,Steam Cloud,5.79,Very Positive
Deus Ex: Human Revolution - Director's Cut,Single-player,1.49,Very Positive
Deus Ex: Human Revolution - Director's Cut,Steam Achievements,1.49,Very Positive
Deus Ex: Human Revolution - Director's Cut,Steam Trading Cards,1.49,Very Positive
Deus Ex: Human Revolution - Director's Cut,Captions available,1.49,Very Positive
Deus Ex: Human Revolution - Director's Cut,Steam Cloud,1.49,Very Positive
Deus Ex: Human Revolution - Director's Cut,Commentary available,1.49,Very Positive
Deus Ex: Human Revolution - Director's Cut,Remote Play on Tablet,1.49,Very Positive
For The King,Single-player,10.49,Very Positive
For The King,Online PvP,10.49,Very Positive
For The King,Shared/Split Screen PvP,10.49,Very Positive
For The King,Online Co-op,10.49,Very Positive
For The King,Shared/Split Screen Co-op,10.49,Very Positive
For The King,Steam Achievements,10.49,Very Positive
For The King,Steam Trading Cards,10.49,Very Positive
For The King,Steam Cloud,10.49,Very Positive
For The King,Remote Play on Phone,10.49,Very Positive
For The King,Remote Play on Tablet,10.49,Very Positive
For The King,Remote Play on TV,10.49,Very Positive
For The King,Remote Play Together,10.49,Very Positive
ShellShock Live,Single-player,9.99,Very Positive
ShellShock Live,Online PvP,9.99,Very Positive
ShellShock Live,Shared/Split Screen PvP,9.99,Very Positive
ShellShock Live,Online Co-op,9.99,Very Positive
ShellShock Live,Shared/Split Screen Co-op,9.99,Very Positive
ShellShock Live,Steam Achievements,9.99,Very Positive
ShellShock Live,Steam Trading Cards,9.99,Very Positive
