Name,Review,Number Of Reviews,Genre,Tags,Dev_Info,Developer,Publisher,Release_Date,link,Price
Train Simulator Classic,Very Positive,(85),['Simulation'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud', 'Steam Leaderboards']",['Simulation'],Dovetail Games,Dovetail Games - Trains,"12 Jul, 2009",https://store.steampowered.com/app/24010/Train_Simulator_Classic/?snr=1_7_7_7000_150_2,$12.49
MARVEL SNAP,Mostly Positive,(563),"['Casual, Strategy, Free to Play']","['Online PvP', 'Cross-Platform Multiplayer', 'In-App Purchases']","['Casual, Strategy, Free to Play']","Second Dinner Studios, Inc.",Nuverse,"22 Aug, 2023",https://store.steampowered.com/app/1997040/MARVEL_SNAP/?snr=1_7_7_7000_150_2,Free
Fallout: New Vegas,Very Positive,"(1,633)","['Action, RPG']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet']","['Action, RPG']",Obsidian Entertainment,Bethesda Softworks,"22 Oct, 2010",https://store.steampowered.com/app/22380/Fallout_New_Vegas/?snr=1_7_7_7000_150_2,$1.49
Outlast,Overwhelmingly Positive,"(1,188)","['Action, Adventure, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on TV']","['Action, Adventure, Indie']",Red Barrels,Red Barrels,"4 Sep, 2013",https://store.steampowered.com/app/238320/Outlast/?snr=1_7_7_7000_150_2,$1.57
The Forest,Overwhelmingly Positive,"(5,074)","['Action, Adventure, Indie, Simulation']","['Single-player', 'Online Co-op', 'LAN Co-op', 'Tracked Controller Support', 'VR Supported', 'Steam Cloud']","['Action, Adventure, Indie, Simulation']",Endnight Games Ltd,Endnight Games Ltd,"30 Apr, 2018",https://store.steampowered.com/app/242760/The_Forest/?snr=1_7_7_7000_150_2,$10.49
Kenshi,Very Positive,(871),"['Action, Indie, RPG, Simulation, Strategy']","['Single-player', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']","['Action, Indie, RPG, Simulation, Strategy']",Lo-Fi Games,Lo-Fi Games,"6 Dec, 2018",https://store.steampowered.com/app/233860/Kenshi/?snr=1_7_7_7000_150_2,$6.74
FINAL FANTASY VI,Very Positive,(63),['RPG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",['RPG'],Square Enix,Square Enix,"23 Feb, 2022",https://store.steampowered.com/app/1173820/FINAL_FANTASY_VI/?snr=1_7_7_7000_150_2,$11.19
Pummel Party,Very Positive,(395),"['Action, Casual, Indie']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Steam Workshop', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","['Action, Casual, Indie']",Rebuilt Games,Rebuilt Games,"20 Sep, 2018",https://store.steampowered.com/app/880940/Pummel_Party/?snr=1_7_7_7000_150_2,$14.99
DCS World Steam Edition,Very Positive,(471),"['Simulation, Free to Play']","['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'VR Supported', 'Captions available', 'Includes level editor']","['Simulation, Free to Play']",Eagle Dynamics SA,,"18 Mar, 2018",https://store.steampowered.com/app/223750/DCS_World_Steam_Edition/?snr=1_7_7_7000_150_2,Free
Eternal Return,Mixed,(589),"['Indie, Strategy, Free to Play']","['Online PvP', 'Steam Trading Cards', 'In-App Purchases']","['Indie, Strategy, Free to Play']",Nimble Neuron,"Kakao Games Europe B.V. (EU,NA,OCE)","20 Jul, 2023",https://store.steampowered.com/app/1049590/Eternal_Return/?snr=1_7_7_7000_150_2,Free
Russian Fishing 4,Mixed,"(1,613)","['Adventure, Casual, Massively Multiplayer, RPG, Simulation, Sports, Free to Play']","['Single-player', 'MMO', 'Online PvP', 'Steam Achievements', 'In-App Purchases', 'Stats']","['Adventure, Casual, Massively Multiplayer, RPG, Simulation, Sports, Free to Play']",FishSoft LLC,FishSoft LLC,"11 Nov, 2021",https://store.steampowered.com/app/766570/Russian_Fishing_4/?snr=1_7_7_7000_150_2,Free
Timberborn,Very Positive,(922),"['Indie, Simulation, Strategy, Early Access']","['Single-player', 'Steam Cloud', 'Includes level editor']","['Indie, Simulation, Strategy, Early Access']",Mechanistry,Mechanistry,"15 Sep, 2021",https://store.steampowered.com/app/1062090/Timberborn/?snr=1_7_7_7000_150_2,$12.49
BattleBit Remastered,Very Positive,"(2,925)","['Action, Massively Multiplayer, Early Access']","['MMO', 'Online PvP']","['Action, Massively Multiplayer, Early Access']",SgtOkiDoki,SgtOkiDoki,"15 Jun, 2023",https://store.steampowered.com/app/671860/BattleBit_Remastered/?snr=1_7_7_7000_150_2,$14.99
Age of Wonders 4,Mostly Positive,(262),['Strategy'],"['Single-player', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Remote Play Together']",['Strategy'],Triumph Studios,Paradox Interactive,"2 May, 2023",https://store.steampowered.com/app/1669000/Age_of_Wonders_4/?snr=1_7_7_7000_150_2,$29.99
Anno 1800,Very Positive,(909),"['Simulation, Strategy']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Trading Cards']","['Simulation, Strategy']",Ubisoft Mainz,Ubisoft,Apr 2019,https://store.steampowered.com/app/916440/Anno_1800/?snr=1_7_7_7000_150_2,$47.99
Slay the Princess,Overwhelmingly Positive,"(1,026)","['Adventure, Indie, RPG, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Adventure, Indie, RPG, Simulation']",Black Tabby Games,Black Tabby Games,"23 Oct, 2023",https://store.steampowered.com/app/1989270/Slay_the_Princess/?snr=1_7_7_7000_150_2,$8.36
Deep Rock Galactic,Overwhelmingly Positive,"(4,186)",['Action'],"['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV']",['Action'],Ghost Ship Games,Coffee Stain Publishing,"13 May, 2020",https://store.steampowered.com/app/548430/Deep_Rock_Galactic/?snr=1_7_7_7000_150_2,$29.99
Dinkum,Very Positive,(300),"['Indie, RPG, Simulation, Early Access']","['Single-player', 'Online Co-op']","['Indie, RPG, Simulation, Early Access']",James Bendon,James Bendon,"14 Jul, 2022",https://store.steampowered.com/app/1062520/Dinkum/?snr=1_7_7_7000_150_2,$15.99
Limbus Company,Very Positive,"(1,085)","['Action, RPG, Strategy']","['Single-player', 'In-App Purchases']","['Action, RPG, Strategy']",ProjectMoon,ProjectMoon,"27 Feb, 2023",https://store.steampowered.com/app/1973530/Limbus_Company/?snr=1_7_7_7000_150_2,Free
Among Us,Very Positive,"(2,699)",['Casual'],"['Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Remote Play on Phone', 'Remote Play on Tablet']",['Casual'],Innersloth,Innersloth,"16 Nov, 2018",https://store.steampowered.com/app/945360/Among_Us/?snr=1_7_7_7000_150_2,$2.49
Albion Online,Mostly Positive,"(1,164)","['Massively Multiplayer, RPG, Free to Play']","['MMO', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']","['Massively Multiplayer, RPG, Free to Play']",Sandbox Interactive GmbH,Sandbox Interactive GmbH,"17 Jul, 2017",https://store.steampowered.com/app/761890/Albion_Online/?snr=1_7_7_7000_150_2,Free
FINAL FANTASY V,Very Positive,(30),['RPG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",['RPG'],Square Enix,Square Enix,"10 Nov, 2021",https://store.steampowered.com/app/1173810/FINAL_FANTASY_V/?snr=1_7_7_7000_150_2,$11.19
Dragonheir: Silent Gods,Mixed,(238),"['Adventure, Massively Multiplayer, RPG, Strategy, Free to Play']","['MMO', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases']","['Adventure, Massively Multiplayer, RPG, Strategy, Free to Play']",SGRA Studio,Nuverse Pte. Ltd.,"27 Oct, 2023",https://store.steampowered.com/app/2203070/Dragonheir_Silent_Gods/?snr=1_7_7_7000_150_2,Free
Winter Memories,Overwhelmingly Positive,"(3,220)","['Adventure, Casual, RPG, Simulation']","['Single-player', 'Steam Cloud']","['Adventure, Casual, RPG, Simulation']",Dojin Otome,Kagura Games,"6 Jan, 2024",https://store.steampowered.com/app/2495450/Winter_Memories/?snr=1_7_7_7000_150_2,$2.00
RuneScape ®,Very Positive,(221),"['Massively Multiplayer, RPG, Free to Play']","['MMO', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']","['Massively Multiplayer, RPG, Free to Play']",Jagex Ltd,Jagex Ltd,"14 Oct, 2020",https://store.steampowered.com/app/1343400/RuneScape/?snr=1_7_7_7000_150_2,Free
GUILTY GEAR -STRIVE-,Very Positive,(784),['Action'],"['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Steam Cloud', 'Remote Play Together']",['Action'],Arc System Works,Arc System Works,"11 Jun, 2021",https://store.steampowered.com/app/1384160/GUILTY_GEAR_STRIVE/?snr=1_7_7_7000_150_3,$19.99
Sunkenland,Mostly Positive,"(1,111)","['Action, Indie, Early Access']","['Single-player', 'Online Co-op']","['Action, Indie, Early Access']",Vector3 Studio,Vector3 Studio,"26 Aug, 2023",https://store.steampowered.com/app/2080690/Sunkenland/?snr=1_7_7_7000_150_3,$19.99
DARK SOULS™: REMASTERED,Very Positive,"(1,123)",['Action'],"['Single-player', 'Steam Achievements', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",['Action'],QLOC,"FromSoftware, Inc","24 May, 2018",https://store.steampowered.com/app/570940/DARK_SOULS_REMASTERED/?snr=1_7_7_7000_150_3,$24.99
Pioneers of Pagonia,Mostly Positive,(271),"['Simulation, Strategy, Early Access']","['Single-player', 'Steam Cloud']","['Simulation, Strategy, Early Access']",Envision Entertainment,Envision Entertainment,"13 Dec, 2023",https://store.steampowered.com/app/2155180/Pioneers_of_Pagonia/?snr=1_7_7_7000_150_3,$14.99
Bopl Battle,Overwhelmingly Positive,"(1,082)",['Action'],"['Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Remote Play Together']",['Action'],Johan Grönvall,Zapray Games,"16 Nov, 2023",https://store.steampowered.com/app/1686940/Bopl_Battle/?snr=1_7_7_7000_150_3,$4.34
Total War: WARHAMMER II,Very Positive,(163),"['Action, Strategy']","['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Remote Play on Tablet']","['Action, Strategy']",CREATIVE ASSEMBLY,SEGA,"28 Sep, 2017",https://store.steampowered.com/app/594570/Total_War_WARHAMMER_II/?snr=1_7_7_7000_150_3,$49.99
Battlefield™ V,Mostly Positive,"(4,416)",['Action'],"['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'HDR available']",['Action'],DICE,Electronic Arts,"9 Nov, 2018",https://store.steampowered.com/app/1238810/Battlefield_V/?snr=1_7_7_7000_150_3,$49.99
SONIC SUPERSTARS,Mixed,(70),['Action'],"['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together']",['Action'],SEGA,SEGA,"17 Oct, 2023",https://store.steampowered.com/app/2022670/SONIC_SUPERSTARS/?snr=1_7_7_7000_150_3,$29.99
Geometry Dash,Very Positive,"(16,332)","['Action, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet']","['Action, Indie']",RobTop Games,RobTop Games,"22 Dec, 2014",https://store.steampowered.com/app/322170/Geometry_Dash/?snr=1_7_7_7000_150_3,$3.99
Dungeon Alchemist,Very Positive,(54),"['RPG, Early Access']","['Single-player', 'Steam Workshop', 'Includes level editor', 'Remote Play Together']","['RPG, Early Access']",Briganti,Briganti,"31 Mar, 2022",https://store.steampowered.com/app/1588530/Dungeon_Alchemist/?snr=1_7_7_7000_150_3,$44.99
Victoria 3,Mixed,(567),"['Simulation, Strategy']","['Single-player', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']","['Simulation, Strategy']",Paradox Development Studio,Paradox Interactive,"25 Oct, 2022",https://store.steampowered.com/app/529340/Victoria_3/?snr=1_7_7_7000_150_3,$29.99
Summoners War: Chronicles,Mixed,(129),"['Action, Adventure, Massively Multiplayer, RPG, Strategy, Free to Play']","['MMO', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases']","['Action, Adventure, Massively Multiplayer, RPG, Strategy, Free to Play']",Com2uS,Com2uS,"10 Nov, 2022",https://store.steampowered.com/app/2167580/Summoners_War_Chronicles/?snr=1_7_7_7000_150_3,Free
Six Days in Fallujah,Very Positive,(318),"['Action, Early Access']","['Single-player', 'Online Co-op', 'Steam Achievements']","['Action, Early Access']",Highwire Games,Victura,"22 Jun, 2023",https://store.steampowered.com/app/1548850/Six_Days_in_Fallujah/?snr=1_7_7_7000_150_3,$11.99
Roboquest,Overwhelmingly Positive,"(1,776)","['Action, Indie']","['Single-player', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Action, Indie']",RyseUp Studios,RyseUp Studios,"7 Nov, 2023",https://store.steampowered.com/app/692890/Roboquest/?snr=1_7_7_7000_150_3,$10.99
State of Decay 2: Juggernaut Edition,Very Positive,(485),"['Action, RPG, Simulation']","['Single-player', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']","['Action, RPG, Simulation']",Undead Labs,Xbox Game Studios,"13 Mar, 2020",https://store.steampowered.com/app/495420/State_of_Decay_2_Juggernaut_Edition/?snr=1_7_7_7000_150_3,$14.99
Gears 5,Mostly Positive,(126),"['Action, Adventure']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'In-App Purchases', 'Steam Cloud', 'Includes level editor']","['Action, Adventure']",The Coalition,Xbox Game Studios,"10 Sep, 2019",https://store.steampowered.com/app/1097840/Gears_5/?snr=1_7_7_7000_150_3,$9.99
Total War: ROME II - Emperor Edition,Very Positive,(291),['Strategy'],"['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Steam Trading Cards', 'Steam Cloud']",['Strategy'],CREATIVE ASSEMBLY,SEGA,"2 Sep, 2013",https://store.steampowered.com/app/214950/Total_War_ROME_II__Emperor_Edition/?snr=1_7_7_7000_150_3,$26.99
Stronghold: Definitive Edition,Very Positive,(230),"['Simulation, Strategy']","['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']","['Simulation, Strategy']",FireFly Studios,FireFly Studios,"7 Nov, 2023",https://store.steampowered.com/app/2140020/Stronghold_Definitive_Edition/?snr=1_7_7_7000_150_3,$7.19
Wartales,Very Positive,(464),"['Adventure, Indie, RPG, Strategy']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']","['Adventure, Indie, RPG, Strategy']",Shiro Games,Shiro Unlimited,"12 Apr, 2023",https://store.steampowered.com/app/1527950/Wartales/?snr=1_7_7_7000_150_3,$17.99
Killing Floor 2,Very Positive,(327),['Action'],"['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Valve Anti-Cheat enabled', 'Includes level editor', 'Remote Play on Tablet', 'Remote Play on TV']",['Action'],Tripwire Interactive,Tripwire Interactive,"18 Nov, 2016",https://store.steampowered.com/app/232090/Killing_Floor_2/?snr=1_7_7_7000_150_3,$5.99
METAL GEAR SOLID V: THE PHANTOM PAIN,Very Positive,(545),"['Action, Adventure']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'In-App Purchases', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","['Action, Adventure']",KONAMI,KONAMI,"1 Sep, 2015",https://store.steampowered.com/app/287700/METAL_GEAR_SOLID_V_THE_PHANTOM_PAIN/?snr=1_7_7_7000_150_3,$10.49
My Summer Car,Very Positive,"(2,082)","['Indie, Racing, Simulation, Early Access']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Indie, Racing, Simulation, Early Access']",Amistech Games,Amistech Games,"24 Oct, 2016",https://store.steampowered.com/app/516750/My_Summer_Car/?snr=1_7_7_7000_150_3,$7.99
Governor of Poker 3,Mostly Positive,(410),"['Casual, Massively Multiplayer, Simulation, Free to Play']","['MMO', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']","['Casual, Massively Multiplayer, Simulation, Free to Play']",Playtika Ltd.,Playtika Ltd.,"19 Feb, 2016",https://store.steampowered.com/app/436150/Governor_of_Poker_3/?snr=1_7_7_7000_150_3,Free
Super Auto Pets,Very Positive,(518),"['Free to Play, Strategy']","['Online PvP', 'Cross-Platform Multiplayer', 'In-App Purchases']","['Free to Play, Strategy']",Team Wood Games,Team Wood Games,"24 Sep, 2021",https://store.steampowered.com/app/1714040/Super_Auto_Pets/?snr=1_7_7_7000_150_3,Free
Fishing Planet,Very Positive,(758),"['Massively Multiplayer, Simulation, Sports, Free to Play']","['Single-player', 'MMO', 'Online PvP', 'Online Co-op', 'Remote Play on TV']","['Massively Multiplayer, Simulation, Sports, Free to Play']",Fishing Planet LLC,Fishing Planet LLC,"11 Aug, 2015",https://store.steampowered.com/app/380600/Fishing_Planet/?snr=1_7_7_7000_150_3,Free
Tom Clancy’s The Division® 2,Very Positive,(554),"['Action, Adventure, RPG']","['Single-player', 'Online PvP', 'Online Co-op', 'In-App Purchases']","['Action, Adventure, RPG']",Ubisoft,Ubisoft,"12 Jan, 2023",https://store.steampowered.com/app/2221490/Tom_Clancys_The_Division_2/?snr=1_7_7_7000_150_3,$23.99
Demonologist,Mostly Positive,(543),"['Action, Adventure, Indie']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']","['Action, Adventure, Indie']",Clock Wizard Games,Clock Wizard Games,"25 Sep, 2023",https://store.steampowered.com/app/1929610/Demonologist/?snr=1_7_7_7000_150_3,$7.99
Farthest Frontier,Very Positive,(352),"['Indie, Simulation, Strategy, Early Access']",['Single-player'],"['Indie, Simulation, Strategy, Early Access']",Crate Entertainment,Crate Entertainment,"9 Aug, 2022",https://store.steampowered.com/app/1044720/Farthest_Frontier/?snr=1_7_7_7000_150_3,$14.99
Tom Clancy's Ghost Recon® Breakpoint,Mostly Positive,"(1,183)","['Action, Adventure']","['Single-player', 'Online Co-op']","['Action, Adventure']",Ubisoft Paris,Ubisoft,"23 Jan, 2023",https://store.steampowered.com/app/2231380/Tom_Clancys_Ghost_Recon_Breakpoint/?snr=1_7_7_7000_150_3,$47.99
F1® 23,Very Positive,(583),"['Racing, Sports']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'VR Supported', 'Steam Workshop', 'Steam Cloud', 'Remote Play Together', 'HDR available']","['Racing, Sports']",Codemasters,Electronic Arts,"16 Jun, 2023",https://store.steampowered.com/app/2108330/F1_23/?snr=1_7_7_7000_150_3,$69.99
Sun Haven,Very Positive,(421),"['Adventure, Casual, Indie, RPG, Simulation']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']","['Adventure, Casual, Indie, RPG, Simulation']",Pixel Sprout Studios,Pixel Sprout Studios,"11 Mar, 2023",https://store.steampowered.com/app/1432860/Sun_Haven/?snr=1_7_7_7000_150_3,$24.99
IdleOn - The Idle MMO,Very Positive,(226),"['Casual, Indie, Massively Multiplayer, RPG, Simulation, Free to Play, Early Access']","['Single-player', 'MMO', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']","['Casual, Indie, Massively Multiplayer, RPG, Simulation, Free to Play, Early Access']",Lavaflame2,Lavaflame2,"2 Apr, 2021",https://store.steampowered.com/app/1476970/IdleOn__The_Idle_MMO/?snr=1_7_7_7000_150_3,Free
Love Is All Around,Very Positive,"(1,018)","['Adventure, Indie, RPG, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure, Indie, RPG, Simulation, Strategy']",intiny,intiny,"18 Oct, 2023",https://store.steampowered.com/app/2322560/Love_Is_All_Around/?snr=1_7_7_7000_150_3,$5.80
Inscryption,Overwhelmingly Positive,"(2,138)","['Adventure, Indie, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Adventure, Indie, Strategy']",Daniel Mullins Games,Devolver Digital,"19 Oct, 2021",https://store.steampowered.com/app/1092790/Inscryption/?snr=1_7_7_7000_150_3,$10.49
Sniper Elite 5,Very Positive,(362),"['Action, Adventure']","['Single-player', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']","['Action, Adventure']",Rebellion,Rebellion,"26 May, 2022",https://store.steampowered.com/app/1029690/Sniper_Elite_5/?snr=1_7_7_7000_150_3,$49.99
Fallout 3: Game of the Year Edition,Very Positive,(319),['RPG'],['Single-player'],['RPG'],Bethesda Game Studios,Bethesda Softworks,"13 Oct, 2009",https://store.steampowered.com/app/22370/Fallout_3_Game_of_the_Year_Edition/?snr=1_7_7_7000_150_3,$3.95
Assassin's Creed Valhalla,Mostly Positive,(778),"['Action, Adventure, RPG']","['Single-player', 'Captions available', 'In-App Purchases']","['Action, Adventure, RPG']",Ubisoft Montreal,Ubisoft,"6 Dec, 2022",https://store.steampowered.com/app/2208920/Assassins_Creed_Valhalla/?snr=1_7_7_7000_150_3,$47.99
Death Must Die,Very Positive,"(1,630)","['Action, Casual, Indie, RPG, Early Access']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Action, Casual, Indie, RPG, Early Access']",Realm Archive,Realm Archive,"14 Nov, 2023",https://store.steampowered.com/app/2334730/Death_Must_Die/?snr=1_7_7_7000_150_3,$3.99
Heretic's Fork,Very Positive,(122),"['Action, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Action, Strategy']",9FingerGames,Ravenage Games,"13 Sep, 2023",https://store.steampowered.com/app/2181610/Heretics_Fork/?snr=1_7_7_7000_150_3,$4.51
MX Bikes,Very Positive,(618),"['Racing, Simulation, Sports, Early Access']","['Single-player', 'Online PvP', 'LAN PvP']","['Racing, Simulation, Sports, Early Access']",PiBoSo,PiBoSo,"7 Oct, 2019",https://store.steampowered.com/app/655500/MX_Bikes/?snr=1_7_7_7000_150_3,$17.99
