Name,Genre,Price,Review
Prince of Persia®: The Sands of Time,Adventure,7.99,Very Positive
Door Kickers,Action,10.49,Very Positive
Door Kickers,Indie,10.49,Very Positive
Door Kickers,Simulation,10.49,Very Positive
Door Kickers,Strategy,10.49,Very Positive
The Golf Club,Simulation,29.99,Mixed
The Golf Club,Sports,29.99,Mixed
Desperados III,Strategy,18.99,Overwhelmingly Positive
Rogue: Genesia,Action,4.99,Very Positive
Rogue: Genesia,Casual,4.99,Very Positive
Rogue: Genesia,RPG,4.99,Very Positive
Rogue: Genesia,Strategy,4.99,Very Positive
Rogue: Genesia,Early Access,4.99,Very Positive
Just Dance 2017,Casual,39.99,Mostly Positive
My Girlfriend’s Special Place,Adventure,6.39,Very Positive
I Walk Among Zombies Vol. 3,Adventure,3.99,Very Positive
Nancy Drew®: Ghost of Thornton Hall,Adventure,19.99,Very Positive
F.E.A.R. 3,Action,19.99,Mostly Positive
The Typing of The Dead: Overkill,Action,19.99,Very Positive
Mosa Lina,Adventure,2.99,Overwhelmingly Positive
Mosa Lina,Indie,2.99,Overwhelmingly Positive
Mosa Lina,Simulation,2.99,Overwhelmingly Positive
FORWARD: Escape the Fold - Ultimate Edition,Casual,9.99,Very Positive
FORWARD: Escape the Fold - Ultimate Edition,Indie,9.99,Very Positive
FORWARD: Escape the Fold - Ultimate Edition,Strategy,9.99,Very Positive
Tin Can,Indie,19.99,Very Positive
Tin Can,Simulation,19.99,Very Positive
Tin Can,Strategy,19.99,Very Positive
Infinifactory,Indie,12.49,Overwhelmingly Positive
Infinifactory,Simulation,12.49,Overwhelmingly Positive
Expedition Agartha,Action,0.0,Mixed
Expedition Agartha,Adventure,0.0,Mixed
Expedition Agartha,Indie,0.0,Mixed
Expedition Agartha,RPG,0.0,Mixed
Expedition Agartha,Free to Play,0.0,Mixed
Runes of Magic,Action,0.0,Mixed
Runes of Magic,Adventure,0.0,Mixed
Runes of Magic,Massively Multiplayer,0.0,Mixed
Runes of Magic,RPG,0.0,Mixed
Runes of Magic,Free to Play,0.0,Mixed
Clustertruck,Action,7.99,Very Positive
Clustertruck,Indie,7.99,Very Positive
Mist Legacy,Indie,0.0,Mostly Positive
Mist Legacy,Massively Multiplayer,0.0,Mostly Positive
Mist Legacy,RPG,0.0,Mostly Positive
Mist Legacy,Free to Play,0.0,Mostly Positive
Railroads Online,Indie,32.98,Very Positive
Railroads Online,Simulation,32.98,Very Positive
Railroads Online,Early Access,32.98,Very Positive
SPACEPLAN,Adventure,0.65,Very Positive
SPACEPLAN,Casual,0.65,Very Positive
SPACEPLAN,Indie,0.65,Very Positive
Quern - Undying Thoughts,Adventure,24.99,Very Positive
Quern - Undying Thoughts,Indie,24.99,Very Positive
Conquest of Elysium 5,Indie,29.99,Very Positive
Conquest of Elysium 5,Strategy,29.99,Very Positive
Noelle Does Her Best!,Indie,2.0,Very Positive
Noelle Does Her Best!,RPG,2.0,Very Positive
Fallen girl - Black rose and the fire of desire,Adventure,2.45,Mostly Positive
Fallen girl - Black rose and the fire of desire,Indie,2.45,Mostly Positive
Fallen girl - Black rose and the fire of desire,RPG,2.45,Mostly Positive
Drox Operative 2,Action,5.24,Very Positive
Drox Operative 2,Indie,5.24,Very Positive
Drox Operative 2,RPG,5.24,Very Positive
This Is the President,Adventure,2.63,Mixed
This Is the President,Simulation,2.63,Mixed
This Is the President,Strategy,2.63,Mixed
Order of Battle: World War II,Free to Play,0.0,Mostly Positive
Order of Battle: World War II,Simulation,0.0,Mostly Positive
Order of Battle: World War II,Strategy,0.0,Mostly Positive
WRC 7 FIA World Rally Championship,Racing,12.99,Mostly Positive
Crop Rotation,Indie,5.79,Very Positive
Crop Rotation,Strategy,5.79,Very Positive
SPRAWL,Action,7.99,Very Positive
SPRAWL,Indie,7.99,Very Positive
M.A.S.S. Builder,Action,12.49,Very Positive
M.A.S.S. Builder,Indie,12.49,Very Positive
M.A.S.S. Builder,RPG,12.49,Very Positive
M.A.S.S. Builder,Strategy,12.49,Very Positive
M.A.S.S. Builder,Early Access,12.49,Very Positive
Cyber Hunter,Action,0.0,Mostly Positive
Cyber Hunter,Free to Play,0.0,Mostly Positive
Cyber Hunter,Massively Multiplayer,0.0,Mostly Positive
TROUBLESHOOTER: Abandoned Children,Casual,12.49,Very Positive
TROUBLESHOOTER: Abandoned Children,Indie,12.49,Very Positive
TROUBLESHOOTER: Abandoned Children,RPG,12.49,Very Positive
TROUBLESHOOTER: Abandoned Children,Strategy,12.49,Very Positive
Buggos,Indie,10.49,Very Positive
Buggos,Simulation,10.49,Very Positive
Buggos,Strategy,10.49,Very Positive
Trackmania United Forever,Racing,23.99,Very Positive
Vampire: The Masquerade – Swansong,Adventure,24.99,Mostly Positive
Vampire: The Masquerade – Swansong,RPG,24.99,Mostly Positive
POLYGON,Action,0.0,Mostly Positive
POLYGON,Indie,0.0,Mostly Positive
POLYGON,Massively Multiplayer,0.0,Mostly Positive
POLYGON,Free to Play,0.0,Mostly Positive
POLYGON,Early Access,0.0,Mostly Positive
Zoombinis,Adventure,9.99,Very Positive
Zoombinis,Casual,9.99,Very Positive
Anode Heart,Adventure,9.29,Very Positive
Anode Heart,Indie,9.29,Very Positive
Anode Heart,RPG,9.29,Very Positive
Islands of the Caliph,Action,5.79,Very Positive
Islands of the Caliph,Adventure,5.79,Very Positive
Islands of the Caliph,Indie,5.79,Very Positive
Islands of the Caliph,RPG,5.79,Very Positive
THE GAME OF LIFE,Adventure,6.49,Mostly Positive
THE GAME OF LIFE,Casual,6.49,Mostly Positive
THE GAME OF LIFE,Simulation,6.49,Mostly Positive
Lingo,Adventure,9.99,Very Positive
Lingo,Indie,9.99,Very Positive
SCP: Secret Files,Adventure,14.99,Very Positive
SCP: Secret Files,Indie,14.99,Very Positive
Fishing Sim World®: Pro Tour,Casual,3.12,Mostly Positive
Fishing Sim World®: Pro Tour,Simulation,3.12,Mostly Positive
Fishing Sim World®: Pro Tour,Sports,3.12,Mostly Positive
Adventure Escape Mysteries,Adventure,0.0,Very Positive
Adventure Escape Mysteries,Casual,0.0,Very Positive
Adventure Escape Mysteries,Indie,0.0,Very Positive
Adventure Escape Mysteries,Free to Play,0.0,Very Positive
Megaton Rainfall,Action,8.49,Mostly Positive
Megaton Rainfall,Indie,8.49,Mostly Positive
Peppa Pig: World Adventures,Action,23.99,Positive
Peppa Pig: World Adventures,Adventure,23.99,Positive
Garten of Banban 4,Action,9.99,Mostly Positive
Garten of Banban 4,Adventure,9.99,Mostly Positive
Garten of Banban 4,Casual,9.99,Mostly Positive
Garten of Banban 4,Indie,9.99,Mostly Positive
Far Cry®,Action,7.99,Very Positive
EXAPUNKS,Indie,10.49,Overwhelmingly Positive
EXAPUNKS,Simulation,10.49,Overwhelmingly Positive
Team Fortress Classic,Action,2.99,Very Positive
Return to Shironagasu Island,Adventure,2.99,Overwhelmingly Positive
Dungeon Defenders: Awakened,Action,29.99,Mixed
Dungeon Defenders: Awakened,Adventure,29.99,Mixed
Dungeon Defenders: Awakened,Indie,29.99,Mixed
Dungeon Defenders: Awakened,RPG,29.99,Mixed
Dungeon Defenders: Awakened,Strategy,29.99,Mixed
Builder Simulator,Adventure,19.99,Mostly Positive
Builder Simulator,Casual,19.99,Mostly Positive
Builder Simulator,Indie,19.99,Mostly Positive
Builder Simulator,Simulation,19.99,Mostly Positive
River City Girls 2,Action,18.99,Very Positive
River City Girls 2,Adventure,18.99,Very Positive
River City Girls 2,RPG,18.99,Very Positive
Geneforge 1,Strategy,10.49,Very Positive
Geneforge 1,RPG,10.49,Very Positive
Geneforge 1,Indie,10.49,Very Positive
Vectorio,Action,9.99,Very Positive
Vectorio,Adventure,9.99,Very Positive
Vectorio,Indie,9.99,Very Positive
Vectorio,Strategy,9.99,Very Positive
Vectorio,Early Access,9.99,Very Positive
TASOMACHI: Behind the Twilight,Action,4.19,Mostly Positive
TASOMACHI: Behind the Twilight,Adventure,4.19,Mostly Positive
Haydee,Action,7.99,Very Positive
Haydee,Indie,7.99,Very Positive
Internet Cafe Simulator,Adventure,5.79,Mostly Positive
Internet Cafe Simulator,Indie,5.79,Mostly Positive
Internet Cafe Simulator,Simulation,5.79,Mostly Positive
Drago Noka,Casual,7.34,Very Positive
Drago Noka,Indie,7.34,Very Positive
Drago Noka,Simulation,7.34,Very Positive
Fortune's Run,Action,10.49,Very Positive
Fortune's Run,Indie,10.49,Very Positive
Fortune's Run,Early Access,10.49,Very Positive
Dust Fleet,Indie,10.49,Mostly Positive
Dust Fleet,Strategy,10.49,Mostly Positive
Half-Life: Blue Shift,Action,2.99,Very Positive
Rescue HQ - The Tycoon,Casual,10.49,Mostly Positive
Rescue HQ - The Tycoon,Indie,10.49,Mostly Positive
Rescue HQ - The Tycoon,Simulation,10.49,Mostly Positive
Rescue HQ - The Tycoon,Strategy,10.49,Mostly Positive
Myst IV: Revelation,Adventure,7.99,Mostly Positive
Myst IV: Revelation,Casual,7.99,Mostly Positive
Misty's Shining Blacksmithing,Adventure,1.96,Mixed
Misty's Shining Blacksmithing,RPG,1.96,Mixed
Secret Agent,Adventure,19.99,Mixed
Secret Agent,Casual,19.99,Mixed
Master of Orion,Strategy,24.99,Mostly Positive
Railway Empire,Simulation,29.99,Very Positive
Railway Empire,Strategy,29.99,Very Positive
Long Live The Queen,Indie,2.02,Overwhelmingly Positive
Long Live The Queen,RPG,2.02,Overwhelmingly Positive
Long Live The Queen,Simulation,2.02,Overwhelmingly Positive
Long Live The Queen,Strategy,2.02,Overwhelmingly Positive
War Mongrels,Action,17.28,Mostly Positive
War Mongrels,Adventure,17.28,Mostly Positive
War Mongrels,Strategy,17.28,Mostly Positive
Motorsport Manager,Racing,10.49,Very Positive
Motorsport Manager,Simulation,10.49,Very Positive
Motorsport Manager,Sports,10.49,Very Positive
Motorsport Manager,Strategy,10.49,Very Positive
Fraymakers,Action,10.49,Mostly Positive
Fraymakers,Adventure,10.49,Mostly Positive
Fraymakers,Indie,10.49,Mostly Positive
Fraymakers,Early Access,10.49,Mostly Positive
Might & Magic: Heroes VI,RPG,23.99,Mixed
Might & Magic: Heroes VI,Strategy,23.99,Mixed
Watch_Dogs™,Action,23.99,Mostly Positive
Watch_Dogs™,Adventure,23.99,Mostly Positive
Chinese Parents,Casual,9.99,Very Positive
Chinese Parents,Indie,9.99,Very Positive
Chinese Parents,RPG,9.99,Very Positive
Chinese Parents,Simulation,9.99,Very Positive
Bloons Adventure Time TD,Action,0.0,Very Positive
Bloons Adventure Time TD,Strategy,0.0,Very Positive
Project: Gorgon,Indie,39.99,Very Positive
Project: Gorgon,Massively Multiplayer,39.99,Very Positive
Project: Gorgon,RPG,39.99,Very Positive
Project: Gorgon,Early Access,39.99,Very Positive
Ion Fury,Action,12.49,Very Positive
Ion Fury,Indie,12.49,Very Positive
Disgaea 2 PC,RPG,9.99,Very Positive
Warpips,Action,9.99,Very Positive
Warpips,Indie,9.99,Very Positive
Warpips,Strategy,9.99,Very Positive
Blaster Master Zero 3,Action,7.49,Very Positive
Blaster Master Zero 3,Adventure,7.49,Very Positive
Blaster Master Zero 3,Indie,7.49,Very Positive
Kingdom Under Fire: The Crusaders,Action,19.99,Very Positive
Kingdom Under Fire: The Crusaders,RPG,19.99,Very Positive
Kingdom Under Fire: The Crusaders,Strategy,19.99,Very Positive
Smilemo,Action,9.99,Very Positive
Smilemo,Adventure,9.99,Very Positive
Smilemo,Indie,9.99,Very Positive
Torchlight II,Action,19.99,Very Positive
Torchlight II,Adventure,19.99,Very Positive
Torchlight II,Indie,19.99,Very Positive
Torchlight II,RPG,19.99,Very Positive
Exit the Gungeon,Action,5.79,Mostly Positive
Exit the Gungeon,Adventure,5.79,Mostly Positive
Exit the Gungeon,Indie,5.79,Mostly Positive
Gleaner Heights,Action,2.89,Mostly Positive
Gleaner Heights,Adventure,2.89,Mostly Positive
Gleaner Heights,Casual,2.89,Mostly Positive
Gleaner Heights,Indie,2.89,Mostly Positive
Gleaner Heights,RPG,2.89,Mostly Positive
Gleaner Heights,Simulation,2.89,Mostly Positive
Hitman: Codename 47,Action,4.49,Mostly Positive
Final Fantasy III (3D Remake),RPG,12.99,Very Positive
14 Minesweeper Variants,Casual,3.99,Overwhelmingly Positive
14 Minesweeper Variants,Indie,3.99,Overwhelmingly Positive
14 Minesweeper Variants,Strategy,3.99,Overwhelmingly Positive
Fate/EXTELLA,Action,39.99,Very Positive
Grisaia Chronos Rebellion,Adventure,35.99,Positive
Grisaia Chronos Rebellion,Casual,35.99,Positive
Shadows of Forbidden Gods,Simulation,19.99,Very Positive
Shadows of Forbidden Gods,Strategy,19.99,Very Positive
Robocraft,Action,0.0,Mostly Positive
Robocraft,Free to Play,0.0,Mostly Positive
Robocraft,Indie,0.0,Mostly Positive
Robocraft,Massively Multiplayer,0.0,Mostly Positive
Robocraft,RPG,0.0,Mostly Positive
Robocraft,Simulation,0.0,Mostly Positive
Mr. Prepper,Action,19.33,Very Positive
Mr. Prepper,Adventure,19.33,Very Positive
Mr. Prepper,Casual,19.33,Very Positive
Mr. Prepper,Indie,19.33,Very Positive
Mr. Prepper,RPG,19.33,Very Positive
Mr. Prepper,Simulation,19.33,Very Positive
Sand:box,Casual,2.49,Very Positive
Sand:box,Indie,2.49,Very Positive
Sand:box,Simulation,2.49,Very Positive
Re-Volt,Racing,5.09,Very Positive
My Furry Protogen 🐾,Adventure,2.79,Very Positive
My Furry Protogen 🐾,Casual,2.79,Very Positive
My Furry Protogen 🐾,Indie,2.79,Very Positive
Raubritter: Become a Feudal Lord,RPG,19.99,Mixed
Raubritter: Become a Feudal Lord,Early Access,19.99,Mixed
[Chilla's Art] The Convenience Store | 夜勤事件,Action,2.99,Very Positive
[Chilla's Art] The Convenience Store | 夜勤事件,Adventure,2.99,Very Positive
[Chilla's Art] The Convenience Store | 夜勤事件,Casual,2.99,Very Positive
[Chilla's Art] The Convenience Store | 夜勤事件,Indie,2.99,Very Positive
[Chilla's Art] The Convenience Store | 夜勤事件,Simulation,2.99,Very Positive
Otaku's Adventure,Adventure,3.99,Very Positive
Otaku's Adventure,Indie,3.99,Very Positive
Otaku's Adventure,RPG,3.99,Very Positive
Shipping Manager,Simulation,0.0,Mixed
Shipping Manager,Strategy,0.0,Mixed
Shipping Manager,Free to Play,0.0,Mixed
Reigns: Three Kingdoms,Adventure,2.99,Mixed
Reigns: Three Kingdoms,Casual,2.99,Mixed
The Mageseeker: A League of Legends Story™,Action,29.99,Very Positive
The Mageseeker: A League of Legends Story™,Indie,29.99,Very Positive
The Mageseeker: A League of Legends Story™,RPG,29.99,Very Positive
Atelier Sophie 2: The Alchemist of the Mysterious Dream,RPG,49.99,Very Positive
Serious Sam: Siberian Mayhem,Action,10.49,Very Positive
Serious Sam: Siberian Mayhem,Adventure,10.49,Very Positive
Bombe,Casual,9.99,Very Positive
Risen,RPG,7.99,Very Positive
Underworld Idle,Free to Play,0.0,Mostly Positive
Underworld Idle,Indie,0.0,Mostly Positive
Underworld Idle,Strategy,0.0,Mostly Positive
The Magical Mixture Mill,Adventure,10.49,Very Positive
The Magical Mixture Mill,Casual,10.49,Very Positive
The Magical Mixture Mill,Indie,10.49,Very Positive
The Magical Mixture Mill,Simulation,10.49,Very Positive
The Magical Mixture Mill,Early Access,10.49,Very Positive
The Hex,Indie,9.99,Very Positive
No Creeps Were Harmed TD,Strategy,19.99,Very Positive
No Creeps Were Harmed TD,Early Access,19.99,Very Positive
Eternium,Action,0.0,Very Positive
Eternium,Adventure,0.0,Very Positive
Eternium,Free to Play,0.0,Very Positive
Eternium,Indie,0.0,Very Positive
Eternium,RPG,0.0,Very Positive
This Land Is My Land,Action,29.99,Mixed
This Land Is My Land,Indie,29.99,Mixed
This Land Is My Land,RPG,29.99,Mixed
This Land Is My Land,Simulation,29.99,Mixed
SimAirport,Casual,24.99,Mostly Positive
SimAirport,Indie,24.99,Mostly Positive
SimAirport,Simulation,24.99,Mostly Positive
SimAirport,Strategy,24.99,Mostly Positive
Fargone,Action,11.99,Mostly Positive
Fargone,RPG,11.99,Mostly Positive
Fargone,Simulation,11.99,Mostly Positive
Fargone,Early Access,11.99,Mostly Positive
ZeroRanger,Action,6.59,Overwhelmingly Positive
ZeroRanger,Indie,6.59,Overwhelmingly Positive
ENDLESS™ Legend,RPG,24.99,Very Positive
ENDLESS™ Legend,Strategy,24.99,Very Positive
Shotgun Farmers,Action,9.99,Very Positive
Shotgun Farmers,Indie,9.99,Very Positive
KeyWe,Casual,24.99,Very Positive
KeyWe,Indie,24.99,Very Positive
Caesar™ 3,Simulation,5.99,Very Positive
Caesar™ 3,Strategy,5.99,Very Positive
Music Store Simulator,Simulation,24.99,Very Positive
Music Store Simulator,Early Access,24.99,Very Positive
9-nine-:NewEpisode,Casual,4.05,Very Positive
Cafe Owner Simulator,Casual,9.89,Mixed
Cafe Owner Simulator,Indie,9.89,Mixed
Cafe Owner Simulator,Simulation,9.89,Mixed
Sebil Engineering,Action,6.59,Very Positive
Sebil Engineering,Indie,6.59,Very Positive
Sebil Engineering,Simulation,6.59,Very Positive
The Bard's Tale Trilogy,RPG,7.99,Overwhelmingly Positive
Black The Fall,Action,3.59,Mostly Positive
Black The Fall,Adventure,3.59,Mostly Positive
Black The Fall,Indie,3.59,Mostly Positive
Shatterline,Action,0.0,Mostly Positive
Shatterline,Massively Multiplayer,0.0,Mostly Positive
Shatterline,Free to Play,0.0,Mostly Positive
Shatterline,Early Access,0.0,Mostly Positive
Umineko When They Cry - Question Arcs,Adventure,12.49,Overwhelmingly Positive
MINDHACK,Adventure,12.99,Very Positive
MINDHACK,Indie,12.99,Very Positive
MINDHACK,Early Access,12.99,Very Positive
SimCasino,Casual,24.99,Mostly Positive
SimCasino,Indie,24.99,Mostly Positive
SimCasino,Simulation,24.99,Mostly Positive
SimCasino,Strategy,24.99,Mostly Positive
Bloody Trapland 2: Curiosity,Action,5.79,Very Positive
Bloody Trapland 2: Curiosity,Adventure,5.79,Very Positive
Bloody Trapland 2: Curiosity,Casual,5.79,Very Positive
Bloody Trapland 2: Curiosity,Indie,5.79,Very Positive
Prince of Persia: The Two Thrones™,Action,7.99,Mostly Positive
Prince of Persia: The Two Thrones™,Adventure,7.99,Mostly Positive
F.E.A.R. 2: Project Origin,Action,14.99,Very Positive
No Time to Relax,Casual,7.79,Very Positive
No Time to Relax,Indie,7.79,Very Positive
No Time to Relax,Simulation,7.79,Very Positive
No Time to Relax,Strategy,7.79,Very Positive
Assassin’s Creed® Liberation HD,Action,15.99,Mixed
Assassin’s Creed® Liberation HD,Adventure,15.99,Mixed
Idle Clans,Casual,0.0,Mixed
Idle Clans,Indie,0.0,Mixed
Idle Clans,Massively Multiplayer,0.0,Mixed
Idle Clans,RPG,0.0,Mixed
Idle Clans,Free to Play,0.0,Mixed
Idle Clans,Early Access,0.0,Mixed
From The Darkness,Adventure,6.99,Very Positive
From The Darkness,Indie,6.99,Very Positive
Cavern of Dreams,Action,7.99,Very Positive
Cavern of Dreams,Adventure,7.99,Very Positive
Cavern of Dreams,Casual,7.99,Very Positive
Cavern of Dreams,Indie,7.99,Very Positive
The Lord of the Rings: Gollum™,Action,24.99,Mixed
The Lord of the Rings: Gollum™,Adventure,24.99,Mixed
The Lord of the Rings: Gollum™,RPG,24.99,Mixed
Life Not Supported,Adventure,18.99,Mostly Positive
Life Not Supported,Simulation,18.99,Mostly Positive
Life Not Supported,Early Access,18.99,Mostly Positive
Myths of Rules,Indie,2.99,Very Positive
Myths of Rules,RPG,2.99,Very Positive
Antichamber,Adventure,19.99,Overwhelmingly Positive
Antichamber,Indie,19.99,Overwhelmingly Positive
HunieCam Studio,Indie,3.99,Very Positive
HunieCam Studio,Simulation,3.99,Very Positive
Ice Age Scrat's Nutty Adventure,Action,11.99,Mixed
Ice Age Scrat's Nutty Adventure,Adventure,11.99,Mixed
BlazBlue: Cross Tag Battle,Action,19.99,Very Positive
The Witch's House MV,Adventure,7.99,Overwhelmingly Positive
The Witch's House MV,Casual,7.99,Overwhelmingly Positive
The Witch's House MV,Indie,7.99,Overwhelmingly Positive
The Witch's House MV,RPG,7.99,Overwhelmingly Positive
Production Line : Car factory simulation,Indie,12.49,Very Positive
Production Line : Car factory simulation,Simulation,12.49,Very Positive
Production Line : Car factory simulation,Strategy,12.49,Very Positive
Salty Hounds,Adventure,19.99,Mostly Negative
Salty Hounds,Casual,19.99,Mostly Negative
Salty Hounds,Indie,19.99,Mostly Negative
Salty Hounds,Simulation,19.99,Mostly Negative
Salty Hounds,Strategy,19.99,Mostly Negative
Salty Hounds,Early Access,19.99,Mostly Negative
Dice Kingdoms,Indie,8.99,Very Positive
Dice Kingdoms,Strategy,8.99,Very Positive
Dice Kingdoms,Early Access,8.99,Very Positive
Kunado Chronicles,Adventure,7.49,Mixed
Kunado Chronicles,Casual,7.49,Mixed
ISLANDERS,Casual,2.99,Very Positive
ISLANDERS,Indie,2.99,Very Positive
ISLANDERS,Strategy,2.99,Very Positive
Worms Reloaded,Strategy,10.49,Very Positive
Floating Life2,Adventure,19.99,Mostly Positive
Floating Life2,Casual,19.99,Mostly Positive
Floating Life2,Indie,19.99,Mostly Positive
Floating Life2,RPG,19.99,Mostly Positive
Hitman 2: Silent Assassin,Action,4.99,Very Positive
Way of the Samurai 3,Action,19.99,Mostly Positive
Way of the Samurai 3,Adventure,19.99,Mostly Positive
You Will Die Here Tonight,Action,10.49,Very Positive
You Will Die Here Tonight,Adventure,10.49,Very Positive
You Will Die Here Tonight,Indie,10.49,Very Positive
You Will Die Here Tonight,RPG,10.49,Very Positive
The Magic Circle,Action,8.74,Very Positive
The Magic Circle,Adventure,8.74,Very Positive
The Magic Circle,Indie,8.74,Very Positive
The Magic Circle,Simulation,8.74,Very Positive
The Magic Circle,Strategy,8.74,Very Positive
A Day Out,Action,5.79,Mostly Positive
A Day Out,Adventure,5.79,Mostly Positive
A Day Out,Indie,5.79,Mostly Positive
A Day Out,Early Access,5.79,Mostly Positive
Arma 2: Operation Arrowhead,Action,19.99,Very Positive
Arma 2: Operation Arrowhead,Simulation,19.99,Very Positive
Arma 2: Operation Arrowhead,Strategy,19.99,Very Positive
Fable - The Lost Chapters,Action,9.99,Very Positive
Fable - The Lost Chapters,Adventure,9.99,Very Positive
Fable - The Lost Chapters,RPG,9.99,Very Positive
Tyranny,Adventure,17.99,Very Positive
Tyranny,RPG,17.99,Very Positive
Splitgate,Action,0.0,Very Positive
Splitgate,Free to Play,0.0,Very Positive
Splitgate,Indie,0.0,Very Positive
Wizordum,Action,7.99,Very Positive
Wizordum,Indie,7.99,Very Positive
Wizordum,Early Access,7.99,Very Positive
Monster Energy Supercross - The Official Videogame,Racing,19.99,Very Positive
Monster Energy Supercross - The Official Videogame,Simulation,19.99,Very Positive
Monster Energy Supercross - The Official Videogame,Sports,19.99,Very Positive
Magic Research,Adventure,4.99,Very Positive
Magic Research,Casual,4.99,Very Positive
Magic Research,Simulation,4.99,Very Positive
Fun Hospital,Casual,0.0,Mixed
Fun Hospital,Free to Play,0.0,Mixed
Fun Hospital,Indie,0.0,Mixed
Fun Hospital,Simulation,0.0,Mixed
Fun Hospital,Strategy,0.0,Mixed
Frozenheim,Simulation,19.99,Mostly Positive
Frozenheim,Strategy,19.99,Mostly Positive
Panzer Corps Gold,Strategy,14.99,Very Positive
Prince of Persia®,Action,7.99,Mostly Positive
Prince of Persia®,Adventure,7.99,Mostly Positive
Hyperdimension Neptunia Re;Birth3 V Generation,RPG,7.99,Overwhelmingly Positive
Hyperdimension Neptunia Re;Birth3 V Generation,Strategy,7.99,Overwhelmingly Positive
Riven: The Sequel to MYST,Adventure,3.59,Very Positive
Riven: The Sequel to MYST,Casual,3.59,Very Positive
Sim Companies,Massively Multiplayer,0.0,Very Positive
Sim Companies,Simulation,0.0,Very Positive
Sim Companies,Strategy,0.0,Very Positive
Sim Companies,Free to Play,0.0,Very Positive
Lost in Vivo,Indie,11.99,Very Positive
Hot Lava,Action,10.49,Very Positive
Hot Lava,Adventure,10.49,Very Positive
Hot Lava,Indie,10.49,Very Positive
Hot Lava,Racing,10.49,Very Positive
Paper Bride,Adventure,7.99,Very Positive
Paper Bride,Casual,7.99,Very Positive
Paper Bride,Indie,7.99,Very Positive
Paper Bride,RPG,7.99,Very Positive
Summer Pockets,Adventure,20.99,Overwhelmingly Positive
Summer Pockets,Casual,20.99,Overwhelmingly Positive
Stephen's Sausage Roll,Indie,14.99,Overwhelmingly Positive
Prince of Persia: Warrior Within™,Action,7.99,Very Positive
Prince of Persia: Warrior Within™,Adventure,7.99,Very Positive
Loop Hero,Indie,7.99,Very Positive
Loop Hero,RPG,7.99,Very Positive
Loop Hero,Strategy,7.99,Very Positive
Apewar,Action,1.99,Very Positive
Apewar,Casual,1.99,Very Positive
Apewar,Indie,1.99,Very Positive
Apewar,Massively Multiplayer,1.99,Very Positive
Apewar,Strategy,1.99,Very Positive
Apewar,Early Access,1.99,Very Positive
Chuzzle Deluxe,Casual,4.99,Very Positive
TT Isle Of Man: Ride on the Edge 3,Racing,24.99,Mostly Positive
TT Isle Of Man: Ride on the Edge 3,Simulation,24.99,Mostly Positive
TT Isle Of Man: Ride on the Edge 3,Sports,24.99,Mostly Positive
Mashinky,Indie,24.99,Very Positive
Mashinky,Simulation,24.99,Very Positive
Mashinky,Strategy,24.99,Very Positive
Mashinky,Early Access,24.99,Very Positive
Paper Bride 2 Zangling Village,Adventure,9.99,Very Positive
Paper Bride 2 Zangling Village,Casual,9.99,Very Positive
Paper Bride 2 Zangling Village,Indie,9.99,Very Positive
Paper Bride 2 Zangling Village,RPG,9.99,Very Positive
Pharaoh + Cleopatra,Simulation,9.99,Very Positive
Pharaoh + Cleopatra,Strategy,9.99,Very Positive
Is It Wrong to Try to Pick Up Girls in a Dungeon? Infinite Combate,Action,4.74,Mixed
Is It Wrong to Try to Pick Up Girls in a Dungeon? Infinite Combate,Adventure,4.74,Mixed
Is It Wrong to Try to Pick Up Girls in a Dungeon? Infinite Combate,RPG,4.74,Mixed
Sid Meier's Railroads!,Strategy,9.99,Mostly Positive
Bulletstorm: Full Clip Edition,Action,18.99,Very Positive
Bulletstorm: Full Clip Edition,Adventure,18.99,Very Positive
Idle Monster TD: Evolved,Casual,0.0,Mostly Positive
Idle Monster TD: Evolved,Indie,0.0,Mostly Positive
Idle Monster TD: Evolved,Strategy,0.0,Mostly Positive
Idle Monster TD: Evolved,Free to Play,0.0,Mostly Positive
Party Panic,Action,16.99,Mostly Positive
Party Panic,Casual,16.99,Mostly Positive
Party Panic,Indie,16.99,Mostly Positive
Flower girl 2,Casual,0.0,Very Positive
Flower girl 2,Indie,0.0,Very Positive
Flower girl 2,Free to Play,0.0,Very Positive
The friends of Ringo Ishikawa,Action,7.99,Very Positive
The friends of Ringo Ishikawa,Adventure,7.99,Very Positive
The friends of Ringo Ishikawa,Indie,7.99,Very Positive
The friends of Ringo Ishikawa,RPG,7.99,Very Positive
Cross Blitz,Adventure,10.49,Mixed
Cross Blitz,Indie,10.49,Mixed
Cross Blitz,RPG,10.49,Mixed
Cross Blitz,Strategy,10.49,Mixed
Cross Blitz,Early Access,10.49,Mixed
EVERSPACE™,Action,19.99,Mostly Positive
EVERSPACE™,Indie,19.99,Mostly Positive
Garten of Banban 3,Action,4.99,Mostly Positive
Garten of Banban 3,Adventure,4.99,Mostly Positive
Garten of Banban 3,Casual,4.99,Mostly Positive
Garten of Banban 3,Indie,4.99,Mostly Positive
Rusted Moss,Action,10.49,Very Positive
Rusted Moss,Indie,10.49,Very Positive
International Basketball Manager 23,Indie,9.99,Very Positive
International Basketball Manager 23,Simulation,9.99,Very Positive
International Basketball Manager 23,Sports,9.99,Very Positive
International Basketball Manager 23,Strategy,9.99,Very Positive
