Name,Review,Genre,Tags,Developer,Publisher,Price,release_date,Total Number Of Reviews
Golf It!,Very Positive,"['Casual, Indie, Simulation, Sports']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together']",Perfuse Entertainment,Perfuse Entertainment,5.49,2023-08-18,20998.0
Back 4 Blood,Mixed,['Action'],"['Single-player', 'Online PvP', 'Online Co-op', 'HDR available']",Turtle Rock Studios,Warner Bros. Games,59.99,2021-10-12,39229.0
Do Not Feed the Monkeys,Very Positive,"['Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Fictiorama Studios,Alawar,1.69,2018-10-24,7747.0
"Gunner, HEAT, PC!",Very Positive,"['Action, Indie, Simulation, Early Access']",['Single-player'],Radian Simulations LLC,Radian Simulations LLC,14.99,2022-09-06,3283.0
This Bed We Made,Very Positive,"['Adventure, Indie']","['Single-player', 'Steam Achievements']",Lowbirth Games,Lowbirth Games,24.99,2023-11-01,898.0
Soulstone Survivors,Very Positive,"['Action, Indie, RPG, Early Access']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",Game Smithing Limited,Game Smithing Limited,5.79,2022-11-07,15506.0
Fernbus Simulator,Mostly Positive,"['Casual, Simulation']","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Leaderboards']",TML-Studios,Aerosoft GmbH,14.99,2016-08-25,6357.0
Forts,Very Positive,"['Action, Indie, Strategy']","['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",EarthWork Games,EarthWork Games,7.99,2017-04-19,15684.0
Peaks of Yore,Very Positive,"['Action, Adventure, Indie']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Anders Grube Jensen,TraipseWare,9.89,2023-10-26,330.0
Total War: MEDIEVAL II – Definitive Edition,Overwhelmingly Positive,['Strategy'],"['Single-player', 'Steam Trading Cards']",CREATIVE ASSEMBLY,SEGA,19.99,2006-11-15,22379.0
OCTOPATH TRAVELER™,Very Positive,['RPG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",Square Enix,Square Enix,50.03,2019-06-07,10997.0
Resident Evil 3,Very Positive,['Action'],"['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'HDR available']","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",29.99,2020-04-03,52450.0
Ultimate Admiral: Dreadnoughts,Mostly Positive,"['Indie, RPG, Simulation, Strategy']",['Single-player'],Game-Labs,Game-Labs,34.99,2023-01-25,4155.0
Steep™,Very Positive,"['Action, Sports']","['Single-player', 'Online PvP', 'Steam Trading Cards', 'In-App Purchases']",Ubisoft Annecy,Ubisoft,23.99,2016-12-02,24683.0
Quasimorph,Mostly Positive,"['Indie, RPG, Simulation, Strategy, Early Access']",['Single-player'],Magnum Scriptum,HypeTrain Digital,12.49,2023-10-02,1782.0
NEKOPARA Vol. 1,Overwhelmingly Positive,"['Casual, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet']",NEKO WORKs,Sekai Project,3.47,2014-12-30,22571.0
Just Go,Very Positive,"['Casual, Indie, Simulation, Strategy']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play Together']",Studio Amateur,Studio Amateur,7.49,2022-08-10,2216.0
Black Mesa,Overwhelmingly Positive,"['Action, Adventure, Indie']","['Single-player', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Includes Source SDK', 'Remote Play on Phone', 'Remote Play on Tablet']",Crowbar Collective,Crowbar Collective,19.99,2020-03-06,101199.0
Trackmania,Mostly Positive,['Racing'],"['Single-player', 'LAN PvP', 'Shared/Split Screen PvP', 'Cross-Platform Multiplayer']",Nadeo,Ubisoft,0.0,2023-02-02,9534.0
Disney's Chicken Little,Mixed,"['Action, Adventure']","['Single-player', 'Steam Cloud']",Avalanche Software,Disney,1.44,2005-10-20,385.0
Fears to Fathom - Ironbark Lookout,Very Positive,"['Adventure, Casual, Indie']","['Single-player', 'Steam Achievements']",Rayll Studios,Rayll Studios,5.99,2023-10-20,2258.0
One-armed robber,Very Positive,"['Action, Indie, Simulation, Strategy']","['Single-player', 'Online Co-op', 'In-App Purchases', 'Steam Cloud']",Duhndal,Duhndal,0.0,2023-12-15,10295.0
Derail Valley,Overwhelmingly Positive,"['Adventure, Indie, Simulation, Early Access']","['Single-player', 'Tracked Controller Support', 'VR Supported']",Altfuture,Altfuture,18.99,2019-01-25,4899.0
BioShock Infinite,Very Positive,['Action'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV']",Irrational Games,2K,29.99,2013-03-26,100925.0
Touhou Luna Nights,Overwhelmingly Positive,"['Action, Adventure, Indie']","['Single-player', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet']",Team Ladybug,WSS playground,6.96,2019-02-26,11912.0
Stronghold Crusader 2,Mostly Positive,"['Simulation, Strategy']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",FireFly Studios,FireFly Studios,18.99,2014-09-23,10609.0
Wayfinder,Mixed,"['Action, Adventure, Casual, Massively Multiplayer, RPG, Early Access']","['Single-player', 'MMO', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements']",Airship Syndicate,Digital Extremes,19.99,2023-08-17,16186.0
State of Decay: YOSE,Very Positive,"['Action, RPG, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",Undead Labs,Xbox Game Studios,4.99,2015-04-27,8801.0
Disney Universe,Very Positive,"['Action, Adventure']","['Single-player', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together']",Eurocom,Disney,2.62,2011-10-25,234.0
CUSTOM ORDER MAID 3D2 It's a Night Magic,Very Positive,"['Adventure, Indie, Simulation']","['Single-player', 'Tracked Controller Support', 'VR Supported']",KISS,S-court,40.0,2019-07-31,1299.0
Tony Hawk's™ Pro Skater™ 1 + 2,Very Positive,['Sports'],"['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Steam Cloud']",Vicarious Visions,Activision,39.99,2023-10-03,2458.0
BOKURA,Very Positive,"['Action, Adventure, Casual, Indie']","['Online Co-op', 'LAN Co-op']",ところにょり,Kodansha,3.3,2023-08-09,3059.0
Metal: Hellsinger,Overwhelmingly Positive,"['Action, Adventure']","['Single-player', 'Steam Achievements', 'Steam Cloud']",The Outsiders,Funcom,14.99,2022-09-15,11072.0
Disney•Pixar Brave: The Video Game,Very Positive,"['Action, Adventure']","['Single-player', 'Steam Cloud', 'Remote Play Together']",Behaviour Interactive Inc.,Disney,2.62,2012-06-19,114.0
Dungeons 4,Very Positive,"['Simulation, Strategy']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Realmforge Studios,Kalypso Media,49.99,2023-11-09,1296.0
Project Hospital,Very Positive,"['Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats']",Oxymoron Games,Oxymoron Games,12.49,2018-10-30,6400.0
Life is Strange - Episode 1,Overwhelmingly Positive,"['Action, Adventure']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",DONTNOD Entertainment,Square Enix,0.0,2015-01-30,163268.0
Shakes and Fidget,Very Positive,"['Adventure, Casual, Indie, Massively Multiplayer, RPG, Strategy, Free to Play']","['Single-player', 'MMO', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'In-App Purchases']",Playa Games GmbH,Playa Games GmbH,0.0,2016-02-24,33861.0
PROJECT: PLAYTIME,Mostly Positive,"['Action, Indie, Free to Play, Early Access']","['Online Co-op', 'In-App Purchases']",Mob Entertainment,Mob Entertainment,0.0,2022-12-12,38391.0
Lakeburg Legacies,Mostly Positive,"['RPG, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Ishtar Games,Ishtar Games,11.5,2023-07-20,692.0
Everybody's Gone to the Rapture,Mixed,"['Adventure, Casual, Indie']","['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud', 'Remote Play on TV']",The Chinese Room,PlayStation PC LLC,7.99,2016-04-14,1435.0
FINAL FANTASY VIII,Very Positive,['RPG'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet']",Square Enix,Square Enix,3.79,2013-12-05,7132.0
GNOSIA,Very Positive,['Adventure'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",Petit Depotto,PLAYISM,9.99,2022-01-23,2256.0
Depersonalization,Very Positive,"['Adventure, Casual, Indie, RPG, Strategy, Early Access']","['Single-player', 'Steam Achievements', 'Steam Cloud']",MeowNature,Gamera Games,19.99,2022-12-20,3245.0
theHunter Classic,Mixed,"['Action, Adventure, Free to Play, Simulation, Sports']","['Single-player', 'Online Co-op', 'Steam Achievements', 'In-App Purchases']",Expansive Worlds,Expansive Worlds,0.0,2014-06-03,40710.0
The Riftbreaker,Very Positive,"['Action, Adventure, Indie, RPG, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on TV']",EXOR Studios,EXOR Studios,14.99,2021-10-14,14392.0
Amazing Cultivation Simulator,Very Positive,"['Indie, RPG, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats']",GSQ Games,Gamera Games,24.99,2020-11-25,17742.0
Techtonica,Very Positive,"['Indie, Simulation, Strategy, Early Access']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']",Fire Hose Games,Fire Hose Games,14.99,2023-07-18,1384.0
Assassin's Creed® Origins,Very Positive,"['Action, Adventure, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'In-App Purchases', 'Remote Play on Tablet']",Ubisoft Montreal,Ubisoft,47.99,2017-10-27,89549.0
Ancestors: The Humankind Odyssey,Very Positive,"['Action, Adventure, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Panache Digital Games,Private Division,38.69,2020-08-27,7054.0
Shadow Warrior 3: Definitive Edition,Mixed,"['Action, Adventure']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Flying Wild Hog,Devolver Digital,7.35,2022-03-01,3581.0
Killer Frequency,Very Positive,"['Adventure, Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Team17 Digital,Team17 Digital,12.49,2023-06-01,1883.0
HUMANKIND™,Mixed,['Strategy'],"['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",AMPLITUDE Studios,SEGA,42.49,2021-08-17,19109.0
Baldur's Gate: Enhanced Edition,Very Positive,"['Adventure, RPG']","['Single-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",Beamdog,Beamdog,10.49,2013-01-16,12822.0
War Hospital,Mixed,['Strategy'],"['Single-player', 'Steam Achievements', 'Steam Cloud']",Brave Lamb Studio S.A.,Nacon,19.99,2024-01-11,558.0
Ragnarock,Very Positive,"['Action, Casual, Indie']","['Single-player', 'Online PvP', 'Shared/Split Screen Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Tracked Controller Support', 'VR Supported', 'In-App Purchases', 'Remote Play Together']",WanadevStudio,WanadevStudio,6.24,2021-07-15,2437.0
Roadwarden,Overwhelmingly Positive,"['Adventure, Indie, RPG']","['Single-player', 'Steam Achievements']",Moral Anxiety Studio,Assemble Entertainment,3.14,2022-09-12,2622.0
Heroes® of Might & Magic® III - HD Edition,Mostly Positive,"['RPG, Strategy']","['Single-player', 'Steam Achievements', 'Includes level editor', 'Remote Play on Tablet']",Dotemu,Ubisoft Entertainment,11.99,2015-01-29,15901.0
BATTLETECH,Very Positive,"['Action, Adventure, Strategy']","['Single-player', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together']",Harebrained Schemes,Paradox Interactive,23.99,2018-04-24,20090.0
LONESTAR,Very Positive,"['Adventure, Indie, RPG, Strategy, Early Access']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Math Tide,Thermite Games,5.79,2024-01-18,661.0
Total War: EMPIRE – Definitive Edition,Very Positive,['Strategy'],"['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",CREATIVE ASSEMBLY,SEGA,19.99,2009-03-04,17667.0
Football Coach: College Dynasty,Overwhelmingly Positive,"['Simulation, Sports, Strategy, Early Access']",['Single-player'],Coach Apps,Coach Apps,11.24,2022-12-12,687.0
Hydroneer,Very Positive,"['Adventure, Casual, Indie, Simulation, Strategy']","['Single-player', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play Together']",Foulball Hangover,Foulball Hangover,14.99,2020-05-08,18766.0
Tom Clancy’s The Division™,Mostly Positive,"['Action, Adventure, RPG']","['Single-player', 'Steam Trading Cards', 'In-App Purchases']",Massive Entertainment,Ubisoft,23.99,2016-03-08,70280.0
Assassin's Creed® Unity,Mostly Positive,"['Action, Adventure']","['Single-player', 'In-App Purchases']",Ubisoft,Ubisoft,23.99,2014-11-13,57754.0
Farming Simulator 19,Very Positive,['Simulation'],"['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV']",Giants Software,Giants Software,8.99,2018-11-20,60221.0
Dungeons & Dragons Online®,Mostly Positive,"['Action, Adventure, Free to Play, Massively Multiplayer, RPG']","['MMO', 'In-App Purchases']","Standing Stone Games, LLC","Standing Stone Games, LLC",0.0,2012-06-26,6529.0
Opus Magnum,Overwhelmingly Positive,"['Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",Zachtronics,Zachtronics,10.49,2017-12-07,4390.0
Rogue Company,Mostly Positive,"['Action, Free to Play']","['Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']",First Watch Games,Hi-Rez Studios,0.0,2021-07-20,23410.0
STAR WARS Jedi: Fallen Order™,Very Positive,"['Action, Adventure']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available']",Respawn Entertainment,Electronic Arts,39.99,2019-11-15,116738.0
Need for Speed™ Most Wanted,Mostly Positive,"['Action, Adventure, Racing']","['Single-player', 'Online PvP', 'Steam Trading Cards']",Criterion Games,Electronic Arts,19.99,2012-10-30,14141.0
Battlefield 4™,Very Positive,['Action'],"['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'HDR available']",DICE,Electronic Arts,39.99,2013-10-29,47752.0
Animation Throwdown: The Quest for Cards,Mostly Positive,"['Adventure, Free to Play, RPG, Strategy']","['Single-player', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",Synapse Games,Kongregate,0.0,2017-05-05,3605.0
The Escape: Together,Very Positive,"['Action, Indie, Early Access']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Captions available']",Nightstuff Games,Nightstuff Games,1.79,2023-01-13,577.0
Ratopia,Very Positive,"['Adventure, Casual, Indie, Simulation, Strategy, Early Access']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Cassel Games,Cassel Games,10.49,2023-11-06,1953.0
Dimensions: Dreadnought Architect,Mixed,"['Indie, Simulation, Strategy, Early Access']","['Single-player', 'LAN PvP', 'LAN Co-op', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']",Craft Theory,Craft Theory,9.89,2023-02-02,124.0
City Car Driving,Very Positive,"['Indie, Racing, Simulation']","['Single-player', 'Steam Achievements', 'VR Supported', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","Forward Development, Ltd.","Forward Global Group, Ltd.",12.49,2016-11-03,21974.0
Townscaper,Overwhelmingly Positive,"['Casual, Indie, Simulation']",['Single-player'],Oskar Stålberg,Raw Fury,3.59,2021-08-26,18212.0
Mount & Blade: Warband,Overwhelmingly Positive,"['Action, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",TaleWorlds Entertainment,TaleWorlds Entertainment,7.99,2010-03-31,122812.0
Tracks - The Train Set Game,Very Positive,"['Indie, Racing, Simulation']","['Single-player', 'Steam Achievements']",Whoop Group,Excalibur Games,0.49,2019-11-14,965.0
Borderlands: The Pre-Sequel,Very Positive,"['Action, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV']",2K Australia,2K,39.99,2014-10-14,27663.0
Starbound,Very Positive,"['Action, Adventure, Casual, Indie, RPG']","['Single-player', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",Chucklefish,Chucklefish,7.99,2016-07-22,84199.0
Wedding Witch,Very Positive,"['Action, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Chowbie,Chowbie,2.99,2023-11-03,2083.0
Chillquarium,Very Positive,"['Casual, Simulation']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats']",Ben Reber,Ben Reber,3.59,2023-09-06,2978.0
Papa's Freezeria Deluxe,Overwhelmingly Positive,"['Action, Casual, Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Flipline Studios,Flipline Studios,3.59,2023-03-31,6621.0
My Dream Setup,Very Positive,"['Casual, Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",Campfire Studio,Campfire Studio,3.59,2023-02-20,2135.0
Smalland: Survive the Wilds,Very Positive,"['Action, Adventure, Indie, RPG, Early Access']","['Single-player', 'Online Co-op', 'Steam Achievements']",Merge Games,Merge Games,17.99,2023-03-29,4897.0
Canvas of Kings,Very Positive,"['Indie, RPG, Early Access']","['Single-player', 'Includes level editor']",Hannes Breuer,Hannes Breuer,18.99,2023-08-03,105.0
Feed and Grow: Fish,Mostly Positive,"['Action, Indie, Simulation, Early Access']","['Single-player', 'Steam Achievements']",Old B1ood,Greens s.r.o.,14.99,2016-01-08,14389.0
Turing Complete,Overwhelmingly Positive,"['Simulation, Early Access']","['Single-player', 'Steam Achievements', 'Steam Cloud']",LevelHead,LevelHead,19.99,2021-10-02,2284.0
