,title,artist,top_genre,year,added,bpm,nrgy,dB,live,val,dur,acous,spch,pop
469,OK Not To Be OK,Marshmello,brostep,2020,2024‑02‑02,103,84,-5,7,26,160,2,6,68
470,Trampoline (with ZAYN),SHAED,electropop,2019,2024‑02‑02,127,46,-6,14,50,184,56,3,68
471,Often - Kygo Remix,The Weeknd,canadian contemporary r&b,2015,2024‑02‑02,80,49,-10,33,41,234,12,5,68
472,PSYCHO,Anne-Marie,pop,2022,2024‑02‑02,161,68,-5,2,74,162,1,36,67
473,Love Me More,Sam Smith,pop,2022,2024‑02‑02,85,44,-6,13,56,191,30,6,67
474,Rumors (feat. Cardi B),Lizzo,escape room,2021,2024‑02‑02,119,73,-6,42,61,173,13,9,67
475,Level of Concern,Twenty One Pilots,modern rock,2020,2024‑02‑02,122,58,-7,14,77,220,32,4,67
476,Savage Remix (feat. Beyoncé),Megan Thee Stallion,houston rap,2020,2024‑02‑02,84,74,-5,13,64,242,2,28,67
477,Drown (feat. Clinton Kane),Martin Garrix,dutch edm,2020,2024‑02‑02,120,74,-5,18,36,174,21,6,67
478,Good Thing (with Kehlani),Zedd,complextro,2019,2024‑02‑02,186,56,-4,4,57,211,40,4,67
479,Nightmare,Halsey,electropop,2019,2024‑02‑02,146,62,-5,36,54,232,2,7,67
480,Ritual,Tiësto,big room,2019,2024‑02‑02,115,73,-4,8,77,199,16,6,67
481,Talk,Khalid,pop,2019,2024‑02‑02,136,40,-8,9,34,197,5,12,67
482,"Fire On Fire - From ""Watership Down""",Sam Smith,pop,2018,2024‑02‑02,115,41,-7,18,34,247,48,5,67
483,There's No Way (feat. Julia Michaels),Lauv,pop,2018,2024‑02‑02,147,63,-7,16,37,175,49,9,67
484,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,pop,2018,2024‑02‑02,125,54,-7,13,45,236,57,5,67
485,I Wanna Know (feat. Bea Miller),NOTD,pop dance,2018,2024‑02‑02,120,73,-5,12,61,198,3,6,67
486,A Different Way (with Lauv),DJ Snake,edm,2017,2024‑02‑02,105,76,-4,14,59,198,50,4,67
487,Million Dollar Baby,Ava Max,pop,2022,2024‑02‑02,133,86,-2,33,64,184,4,9,66
488,The Cure,Lady Gaga,art pop,2017,2024‑02‑02,100,51,-5,9,52,211,8,3,66
489,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Calvin Harris,dance pop,2022,2024‑02‑02,126,73,-6,29,90,229,28,4,66
490,2step (feat. Lil Baby),Ed Sheeran,pop,2022,2024‑02‑02,95,64,-6,11,48,163,14,8,66
491,Ruin My Life,Zara Larsson,pop,2018,2024‑02‑02,125,70,-5,10,59,191,42,6,66
492,Polaroid,Jonas Blue,pop,2018,2024‑02‑02,114,90,-4,7,47,193,29,4,66
493,To Die For,Sam Smith,pop,2020,2024‑02‑02,172,36,-8,10,31,194,83,7,66
494,BLOW (with Chris Stapleton & Bruno Mars),Ed Sheeran,pop,2019,2024‑02‑02,92,80,-5,38,60,209,0,4,66
495,No Brainer,DJ Khaled,hip hop,2018,2024‑02‑02,136,76,-5,9,64,260,7,34,66
496,I Don’t Think That I Like Her,Charlie Puth,pop,2022,2024‑02‑02,186,55,-6,11,71,189,40,3,65
497,DEATH,Melanie Martinez,alt z,2023,2024‑02‑02,182,55,-9,29,45,307,11,7,65
498,One Of Your Girls,Troye Sivan,australian pop,2023,2024‑02‑02,93,66,-8,22,81,181,9,7,65
499,Is It Just Me? (feat. Charlie Puth),Sasha Alex Sloan,alt z,2020,2024‑02‑02,95,36,-11,36,20,154,70,3,65
500,You Will Be Found (with Summer Walker) - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Sam Smith,pop,2021,2024‑02‑02,78,41,-8,8,49,238,48,3,65
501,The Way I Am,Charlie Puth,pop,2018,2024‑02‑02,115,77,-6,6,64,186,31,19,65
502,What Other People Say,Sam Fischer,australian pop,2021,2024‑02‑02,127,47,-8,12,24,195,16,4,65
503,a thousand years,Christina Perri,pop,2011,2024‑02‑02,139,41,-7,11,16,285,31,3,65
504,Fake,Lauv,pop,2020,2024‑02‑02,83,66,-5,9,46,146,14,8,65
505,Quite Miss Home,James Arthur,pop,2019,2024‑02‑02,137,43,-6,12,15,243,61,3,65
506,Physical,Dua Lipa,dance pop,2020,2024‑02‑02,147,84,-4,10,75,194,1,5,65
507,Wrong Direction,Hailee Steinfeld,pop,2020,2024‑02‑02,73,39,-9,16,19,249,47,4,65
508,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,british indie rock,2019,2024‑02‑02,160,85,-4,11,23,240,1,7,65
509,Take Me Back to London (feat. Stormzy),Ed Sheeran,pop,2019,2024‑02‑02,138,76,-6,16,61,190,22,22,65
510,Antisocial (with Travis Scott),Ed Sheeran,pop,2019,2024‑02‑02,152,82,-5,36,91,162,13,5,65
511,Lie To Me (feat. Julia Michaels),5 Seconds of Summer,boy band,2018,2024‑02‑02,160,52,-5,11,77,150,1,3,65
512,Pray,Sam Smith,pop,2017,2024‑02‑02,88,38,-9,9,15,222,28,4,65
513,New Man,Ed Sheeran,pop,2017,2024‑02‑02,94,75,-4,6,86,189,6,14,65
514,Rise,Jonas Blue,pop,2018,2024‑02‑02,106,78,-5,20,67,194,32,3,65
515,What Do You Mean?,Justin Bieber,canadian pop,2015,2024‑02‑02,125,57,-8,8,79,206,59,10,65
516,All Falls Down (feat. Juliander),Alan Walker,electro house,2017,2024‑02‑02,98,68,-4,36,66,199,30,6,65
517,Youth (feat. Khalid),Shawn Mendes,canadian pop,2018,2024‑02‑02,100,60,-7,13,32,191,56,12,65
518,I Ain’t Worried - Acoustic,OneRepublic,piano rock,2022,2024‑02‑02,140,49,-7,8,78,149,69,4,65
519,K-POP,Travis Scott,hip hop,2023,2024‑02‑02,121,63,-6,62,55,185,2,6,64
520,All 4 Nothing (I'm So In Love),Lauv,pop,2022,2024‑02‑02,132,82,-5,6,90,183,4,4,64
521,Tonight (Best You Ever Had) (feat. Ludacris),John Legend,neo soul,2012,2024‑02‑02,90,81,-4,29,52,239,5,7,64
522,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Ariana Grande,pop,2021,2024‑02‑02,110,66,-6,23,73,182,21,30,64
523,Love Somebody,Lauv,pop,2020,2024‑02‑02,78,47,-8,6,37,143,26,14,64
524,There You Are,ZAYN,pop,2018,2024‑02‑02,77,69,-5,11,31,200,3,4,64
525,Tattoos Together,Lauv,pop,2020,2024‑02‑02,123,40,-7,12,61,187,1,7,64
526,Is That Alright?,Lady Gaga,art pop,2018,2024‑02‑02,103,28,-8,10,26,191,87,4,64
527,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,escape room,2016,2024‑02‑02,96,89,-3,74,48,159,30,6,64
528,What Am I,Why Don't We,boy band,2019,2024‑02‑02,164,65,-5,10,37,185,7,5,64
529,Trust Fund Baby,Why Don't We,boy band,2018,2024‑02‑02,164,79,-3,14,59,184,6,5,64
530,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,indietronica,2018,2024‑02‑02,144,76,-5,39,49,183,10,6,64
531,Hooked,Why Don't We,boy band,2018,2024‑02‑02,180,62,-5,12,35,205,9,6,64
532,Tell Me You Love Me,Demi Lovato,pop,2017,2024‑02‑02,82,60,-5,15,24,237,3,5,64
533,New Americana,Halsey,electropop,2015,2024‑02‑02,174,71,-5,34,36,184,1,4,64
534,Issues - Alan Walker Remix,Julia Michaels,pop,2017,2024‑02‑02,114,77,-4,10,63,181,14,5,63
535,For My Hand (feat. Ed Sheeran),Burna Boy,afrobeats,2022,2024‑02‑02,104,47,-8,21,68,159,18,23,63
536,One Too Many,Keith Urban,australian country,2020,2024‑02‑02,83,54,-7,57,59,204,25,7,63
537,Diamonds,Sam Smith,pop,2020,2024‑02‑02,104,67,-7,11,56,214,15,4,63
538,Forever Yours - Avicii Tribute,Kygo,edm,2020,2024‑02‑02,119,61,-9,25,43,194,25,5,63
539,Used To Love (with Dean Lewis),Martin Garrix,dutch edm,2019,2024‑02‑02,119,69,-5,34,39,237,46,4,63
540,Torn,Ava Max,pop,2019,2024‑02‑02,125,83,-4,6,70,198,11,4,63
541,Last Hurrah,Bebe Rexha,dance pop,2019,2024‑02‑02,84,62,-5,12,40,150,18,3,63
542,Big Plans,Why Don't We,boy band,2019,2024‑02‑02,75,60,-5,11,65,180,7,4,63
543,Just My Type,The Vamps,boy band,2018,2024‑02‑02,125,87,-4,6,52,211,0,7,63
544,Sunrise (feat. Jason Walker),Kygo,edm,2017,2024‑02‑02,100,60,-7,14,48,215,21,3,63
545,Miss You,Louis Tomlinson,pop,2017,2024‑02‑02,180,69,-5,26,68,182,2,21,63
546,New Rules,Dua Lipa,dance pop,2015,2024‑02‑02,116,70,-6,15,61,209,0,7,62
547,Loser,Charlie Puth,pop,2022,2024‑02‑02,102,62,-8,18,63,204,62,4,62
548,Bigger Than Me,Louis Tomlinson,pop,2022,2024‑02‑02,145,84,-4,42,45,221,0,5,62
549,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled,hip hop,2021,2024‑02‑02,129,44,-8,17,66,166,24,17,62
550,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",DJ Khaled,hip hop,2021,2024‑02‑02,124,72,-3,65,36,165,0,7,62
551,Slow Dance (feat. Ava Max),AJ Mitchell,alt z,2019,2024‑02‑02,128,44,-6,6,36,179,21,4,62
552,Fallin’ (Adrenaline),Why Don't We,boy band,2020,2024‑02‑02,134,90,-5,8,23,217,1,12,62
553,"Baby, I'm Jealous (feat. Doja Cat)",Bebe Rexha,dance pop,2020,2024‑02‑02,98,87,-2,32,51,176,4,5,62
554,Her,Anne-Marie,pop,2020,2024‑02‑02,120,40,-6,11,33,178,87,3,62
555,Conversations in the Dark,John Legend,neo soul,2020,2024‑02‑02,127,36,-8,17,14,237,75,3,62
556,human,Christina Perri,pop,2013,2024‑02‑02,144,49,-6,11,25,251,13,4,62
557,Start Again (feat. Logic),OneRepublic,piano rock,2018,2024‑02‑02,99,72,-6,9,28,166,16,12,62
558,Wrapped Up (feat. Travie McCoy),Olly Murs,dance pop,2014,2024‑02‑02,122,84,-5,16,92,186,9,6,62
559,Somebody,The Chainsmokers,pop,2018,2024‑02‑02,203,63,-7,10,32,222,19,5,62
560,Rush,Troye Sivan,australian pop,2023,2024‑02‑02,126,85,-8,10,35,156,0,6,61
561,Medicine,James Arthur,pop,2021,2024‑02‑02,98,74,-5,9,31,209,23,5,61
562,No One Compares To You,Jack & Jack,pop,2019,2024‑02‑02,112,75,-6,9,63,183,13,4,61
563,Say So (feat. Nicki Minaj),Doja Cat,dance pop,2020,2024‑02‑02,111,64,-5,43,75,206,12,20,61
564,Like It Is,Kygo,edm,2020,2024‑02‑02,105,73,-7,23,36,183,12,11,61
565,Up All Night,Khalid,pop,2019,2024‑02‑02,94,71,-8,10,67,157,0,5,61
566,Truth Hurts,Lizzo,escape room,2019,2024‑02‑02,158,62,-3,12,41,173,11,11,61
567,Empty Space,James Arthur,pop,2018,2024‑02‑02,165,53,-4,5,32,214,22,10,61
568,Snooze,SZA,pop,2022,2024‑02‑02,143,54,-7,12,39,202,13,10,60
569,Crush,Yuna,malaysian pop,2016,2024‑02‑02,130,41,-10,9,36,243,37,5,60
570,Midnight (feat. Liam Payne),Alesso,dance pop,2020,2024‑02‑02,144,65,-7,12,28,220,6,4,60
571,Modern Loneliness,Lauv,pop,2020,2024‑02‑02,82,51,-7,11,15,252,14,4,60
572,No Shame,5 Seconds of Summer,boy band,2020,2024‑02‑02,91,81,-3,10,48,193,2,4,60
573,Eleven,Khalid,pop,2020,2024‑02‑02,129,40,-10,22,12,206,11,12,60
574,Bloom,Troye Sivan,australian pop,2018,2024‑02‑02,121,70,-5,39,50,222,3,3,60
575,Lonely (with Jonas Brothers),Diplo,dance pop,2019,2024‑02‑02,98,72,-5,21,53,140,6,6,60
576,Painkiller,Ruel,alt z,2019,2024‑02‑02,129,41,-7,19,44,214,11,6,60
577,Hey DJ - Remix,CNCO,boy band,2018,2024‑02‑02,180,89,-4,8,64,189,9,11,60
578,Valentine,5 Seconds of Summer,boy band,2018,2024‑02‑02,94,77,-3,9,77,197,6,4,60
579,Truthfully,DNCE,dance pop,2016,2024‑02‑02,102,64,-7,33,55,183,32,4,60
580,One Life,Ed Sheeran,pop,2022,2024‑02‑02,160,59,-7,12,43,232,11,3,59
581,September,James Arthur,pop,2021,2024‑02‑02,103,55,-6,9,42,221,13,4,59
582,I Am,James Arthur,pop,2016,2024‑02‑02,82,59,-5,15,33,191,39,6,59
583,Daisies,Katy Perry,pop,2020,2024‑02‑02,122,55,-5,12,15,173,8,4,59
584,Patient,Charlie Puth,pop,2018,2024‑02‑02,168,60,-6,11,46,191,75,19,59
585,Only You (with Little Mix),Cheat Codes,edm,2018,2024‑02‑02,108,74,-5,11,22,189,8,17,59
586,Burning,Sam Smith,pop,2017,2024‑02‑02,87,22,-9,28,37,203,89,4,59
587,Where Were You In The Morning?,Shawn Mendes,canadian pop,2018,2024‑02‑02,88,52,-7,10,47,201,55,6,59
588,Emily,James Arthur,pop,2021,2024‑02‑02,84,52,-7,8,27,202,1,9,58
589,not ur friend,Jeremy Zucker,alt z,2020,2024‑02‑02,69,31,-9,67,71,175,30,42,58
590,Birthday,Anne-Marie,pop,2020,2024‑02‑02,152,79,-3,17,76,181,5,9,58
591,Sad Forever,Lauv,pop,2019,2024‑02‑02,122,49,-9,8,36,204,46,6,58
592,Sixteen,Ellie Goulding,indietronica,2019,2024‑02‑02,110,80,-5,6,54,201,27,14,58
593,All the Time,Zara Larsson,pop,2019,2024‑02‑02,102,80,-3,13,50,228,18,6,58
594,Woman Like Me (feat. Nicki Minaj),Little Mix,girl group,2018,2024‑02‑02,150,85,-3,9,83,228,17,5,58
595,Just Got Paid,Sigala,dance pop,2018,2024‑02‑02,120,92,-2,15,59,218,3,10,58
596,Talk,Why Don't We,boy band,2018,2024‑02‑02,120,70,-5,10,80,190,6,11,58
597,Side Effects,The Chainsmokers,pop,2018,2024‑02‑02,110,71,-7,47,54,173,0,3,58
598,Nervous,Shawn Mendes,canadian pop,2018,2024‑02‑02,122,62,-7,13,74,164,4,8,58
599,Real Friends,Camila Cabello,dance pop,2018,2024‑02‑02,92,30,-9,9,81,214,84,13,58
600,Changes,Lauv,pop,2020,2024‑02‑02,74,45,-8,24,19,160,46,10,57
601,New Normal,Khalid,pop,2021,2024‑02‑02,92,53,-10,18,24,199,8,7,57
602,I’m Ready (with Demi Lovato),Sam Smith,pop,2020,2024‑02‑02,155,67,-6,28,15,201,0,4,57
603,Break Up Song,Little Mix,girl group,2020,2024‑02‑02,90,75,-5,29,59,200,0,4,57
604,Didn't I,OneRepublic,piano rock,2020,2024‑02‑02,124,61,-7,13,26,208,2,3,57
605,Unbelievable,Why Don't We,boy band,2019,2024‑02‑02,130,66,-7,10,68,189,11,8,57
606,The Last Time,The Script,celtic rock,2019,2024‑02‑02,132,75,-3,24,15,196,5,3,57
607,Harder (with Bebe Rexha),Jax Jones,dance pop,2019,2024‑02‑02,104,83,-3,15,75,160,9,7,57
608,Woke Up Late (feat. Hailee Steinfeld),Drax Project,nz pop,2019,2024‑02‑02,119,66,-5,19,35,182,4,8,57
609,Saturday Nights,Khalid,pop,2019,2024‑02‑02,83,37,-11,10,35,212,63,8,57
610,Let You Love Me,Rita Ora,dance pop,2018,2024‑02‑02,192,86,-3,7,47,190,26,32,57
611,Starving - Acoustic,Hailee Steinfeld,pop,2016,2024‑02‑02,100,26,-8,12,72,181,59,4,57
612,Familiar,Liam Payne,pop,2018,2024‑02‑02,93,81,-5,8,91,197,2,33,57
613,Flames (feat. Avril Lavigne),MOD SUN,indie pop rap,2021,2024‑02‑02,85,63,-5,10,19,152,0,3,56
614,"Kings & Queens, Pt. 2 (feat. Lauv & Saweetie)",Ava Max,pop,2020,2024‑02‑02,130,78,-4,22,67,176,1,7,56
615,Take Yourself Home,Troye Sivan,australian pop,2020,2024‑02‑02,101,61,-9,11,29,249,7,8,56
616,Find U Again (feat. Camila Cabello),Mark Ronson,pop soul,2019,2024‑02‑02,104,66,-7,20,16,176,1,3,56
617,I Don't Belong In This Club,Why Don't We,boy band,2019,2024‑02‑02,115,54,-6,7,16,223,2,4,56
618,Payphone,Maroon 5,pop,2012,2024‑02‑02,110,76,-5,37,52,231,1,4,56
619,No Excuses,Meghan Trainor,hip pop,2018,2024‑02‑02,115,66,-4,4,52,153,2,5,56
620,Diamonds,Rihanna,barbadian pop,2012,2024‑02‑02,92,71,-5,11,39,225,0,5,55
621,Hate You + Love You (feat. AJ Mitchell),Cheat Codes,edm,2021,2024‑02‑02,140,69,-4,39,64,199,7,3,55
622,Small Talk,Katy Perry,pop,2019,2024‑02‑02,116,63,-6,46,60,162,20,10,55
623,The Man Who Can't Be Moved,The Script,celtic rock,2008,2024‑02‑02,100,63,-5,10,33,241,43,3,55
624,You Deserve Better,James Arthur,pop,2018,2024‑02‑02,99,56,-7,15,70,208,3,49,55
625,Real Thing (feat. Tori Kelly),Pink Sweat$,bedroom soul,2022,2024‑02‑02,113,32,-10,11,26,195,77,3,54
626,Maybe,James Arthur,pop,2019,2024‑02‑02,80,35,-9,10,35,219,23,3,54
627,Nice to Meet Ya (feat. Nicki Minaj),Meghan Trainor,hip pop,2020,2024‑02‑02,192,56,-6,13,54,197,1,33,54
628,In My Bed,Sabrina Carpenter,pop,2019,2024‑02‑02,218,39,-6,9,66,190,7,30,54
629,Do You Mean,The Chainsmokers,pop,2019,2024‑02‑02,100,66,-10,11,55,193,13,6,54
630,In Too Deep,Why Don't We,boy band,2018,2024‑02‑02,152,44,-7,20,25,195,26,6,54
631,It Won't Kill Ya,The Chainsmokers,pop,2017,2024‑02‑02,170,53,-9,13,12,218,6,7,54
632,Hey Mama,David Guetta,big room,2021,2024‑02‑02,86,73,-4,33,52,193,24,15,54
633,Try Again (feat. Lauv),DallasK,complextro,2021,2024‑02‑02,124,75,-7,14,20,189,41,9,53
634,"Get Here - Recorded At RAK Studios, London",Sam Smith,pop,2018,2024‑02‑02,100,22,-9,11,30,169,92,4,53
635,Finally Feel Good,James Arthur,pop,2019,2024‑02‑02,79,66,-5,8,74,215,52,13,53
636,Wanted,OneRepublic,piano rock,2019,2024‑02‑02,146,53,-7,10,71,136,16,7,53
637,I See Love - From Hotel Transylvania 3,Jonas Blue,pop,2018,2024‑02‑02,123,71,-4,32,76,173,1,4,53
638,Just for a Moment,Olivia Rodrigo,pop,2020,2024‑02‑02,90,49,-6,15,43,197,21,4,53
639,Without You,Avicii,dance pop,2020,2024‑02‑02,134,86,-5,5,29,182,0,4,53
640,Dusk Till Dawn (feat. Sia) - Brooks Remix,ZAYN,pop,2017,2024‑02‑02,126,77,-3,5,39,203,4,9,52
641,Slidin' (feat. Kodak Black),Jason Derulo,dance pop,2022,2024‑02‑02,100,88,-2,13,80,156,11,17,52
642,"Dance The Night (From ""Barbie The Album"")",Dua Lipa,dance pop,2023,2024‑02‑02,110,85,-5,33,78,177,2,5,52
643,Girls Like You,Maroon 5,pop,2023,2024‑02‑02,60,46,-7,13,38,215,56,6,52
644,Pointless - Piano Acoustic,Lewis Capaldi,pop,2023,2024‑02‑02,176,24,-8,14,31,242,86,4,52
645,Let Me Down Easy (Lie),Why Don't We,boy band,2022,2024‑02‑02,90,69,-6,28,30,151,15,18,52
646,Invisible Things,Lauv,pop,2020,2024‑02‑02,125,55,-7,13,28,197,8,9,52
647,Missing You,The Vamps,boy band,2019,2024‑02‑02,80,65,-7,11,53,215,17,5,52
648,Let It Be Me,Steve Aoki,edm,2019,2024‑02‑02,114,76,-5,11,39,224,8,9,52
649,Stack It Up (feat. A Boogie Wit da Hoodie),Liam Payne,pop,2019,2024‑02‑02,100,81,-3,6,61,166,15,13,52
650,Feels (feat. Young Thug & J Hus),Ed Sheeran,pop,2019,2024‑02‑02,92,68,-5,10,69,151,11,29,52
651,Only A Fool (with Pink Sweat$),Galantis,dance pop,2020,2024‑02‑02,123,62,-6,10,62,167,5,3,51
652,Upside Down (feat. Charlie Puth),JVKE,modern indie pop,2020,2024‑02‑02,120,44,-10,23,57,116,28,5,51
653,New Love (feat. Ellie Goulding),Silk City,edm,2021,2024‑02‑02,124,73,-7,34,63,191,5,4,51
654,Homicide Love,James Arthur,pop,2019,2024‑02‑02,81,55,-9,13,30,237,43,4,51
655,Never Worn White,Katy Perry,pop,2020,2024‑02‑02,138,35,-7,11,36,225,71,3,51
656,Anyone,Demi Lovato,pop,2020,2024‑02‑02,130,39,-6,11,32,228,88,4,51
657,Blame It on Your Love (feat. Lizzo),Charli XCX,art pop,2019,2024‑02‑02,100,76,-3,29,56,191,2,5,51
658,Return To Love,Andrea Bocelli,classical tenor,2019,2024‑02‑02,128,43,-7,12,14,274,61,3,51
659,Nothin On You,B.o.B,atl hip hop,2010,2024‑02‑02,104,88,-5,8,75,270,44,5,51
660,Unholy (feat. Kim Petras),Sam Smith,pop,2022,2024‑02‑02,131,47,-7,27,24,157,1,7,50
661,All Of The Girls You Loved Before,Taylor Swift,pop,2019,2024‑02‑02,192,48,-10,13,42,221,68,9,50
662,So Serious,Sam Smith,pop,2020,2024‑02‑02,92,52,-6,9,38,173,31,4,50
663,"Me, Myself & I",G-Eazy,indie pop rap,2015,2024‑02‑02,112,67,-7,16,39,251,2,10,50
664,Naked,Jonas Blue,pop,2020,2024‑02‑02,115,62,-5,9,78,211,36,6,50
665,Live Forever (With Cheat Codes),Liam Payne,pop,2019,2024‑02‑02,100,68,-6,12,66,175,21,3,50
666,Cold in LA,Why Don't We,boy band,2019,2024‑02‑02,110,62,-6,10,73,207,13,7,50
667,Now You're Gone (feat. Zara Larsson),Tom Walker,indie anthem-folk,2019,2024‑02‑02,102,72,-8,15,23,212,63,43,50
668,Steal My Girl - Acoustic Version,One Direction,boy band,2010,2024‑02‑02,154,59,-8,11,62,227,20,6,50
669,Play Date,Melanie Martinez,alt z,2015,2024‑02‑02,124,72,-5,22,43,180,61,5,50
670,Bedroom (feat. Anne-Marie),JJ Lin,mandopop,2021,2024‑02‑02,180,42,-5,18,18,204,64,3,49
671,Kids Again,Sam Smith,pop,2020,2024‑02‑02,128,73,-3,9,47,208,49,3,49
672,Lonely (with benny blanco),Justin Bieber,canadian pop,2020,2024‑02‑02,80,23,-7,12,8,149,88,4,49
673,julia,Jeremy Zucker,alt z,2020,2024‑02‑02,130,31,-10,9,17,261,74,6,49
674,Flames,R3HAB,dutch house,2019,2024‑02‑02,152,64,-8,9,44,156,15,8,49
675,Treehouse (feat. Shotty Horroh),James Arthur,pop,2019,2024‑02‑02,154,73,-5,34,80,220,18,4,49
676,Don't Change,Why Don't We,boy band,2019,2024‑02‑02,106,62,-5,10,24,176,21,17,49
677,Beautiful,Anne-Marie,pop,2021,2024‑02‑02,90,60,-7,7,66,195,34,31,49
678,Midnight Rain,Taylor Swift,pop,2022,2024‑02‑02,140,37,-12,12,18,175,72,7,48
679,Mai Tais (feat. Skylar Grey),Train,dance pop,2019,2024‑02‑02,164,70,-6,12,72,225,14,6,48
680,ME BECAUSE OF YOU,HRVY,pop,2020,2024‑02‑02,93,75,-7,19,19,216,1,8,48
681,Get Me,Justin Bieber,canadian pop,2020,2024‑02‑02,109,50,-7,11,78,185,5,16,48
682,I Still Do,Why Don't We,boy band,2019,2024‑02‑02,114,74,-6,11,57,147,8,6,48
683,Just Us,James Arthur,pop,2023,2024‑02‑02,76,50,-6,11,33,215,63,4,47
684,On Somebody,Ava Max,pop,2019,2024‑02‑02,138,74,-4,16,77,185,2,5,46
685,Someone You Loved,Lewis Capaldi,pop,2019,2024‑02‑02,110,41,-6,11,45,182,75,3,46
686,"i hate u, i love u (feat. olivia o'brien)",gnash,alt z,2016,2024‑02‑02,92,29,-13,10,18,251,69,20,46
687,Bang Bang,Jessie J,dance pop,2014,2024‑02‑02,150,78,-3,37,74,199,32,10,46
688,Hate Me - Snakehips Remix,Ellie Goulding,indietronica,2019,2024‑02‑02,76,48,-6,11,39,196,48,5,45
689,Worry About Me (feat. blackbear),Ellie Goulding,indietronica,2020,2024‑02‑02,162,74,-7,34,53,180,12,21,45
690,Somebody To You - Acoustic Version,The Vamps,boy band,2020,2024‑02‑02,86,74,-6,22,75,180,22,3,45
691,Nonsense,Sabrina Carpenter,pop,2022,2024‑02‑02,139,67,-5,28,69,164,3,4,44
692,If We Can Get Through This We Can Get Through Anything,James Arthur,pop,2019,2024‑02‑02,134,62,-7,11,40,215,43,5,44
693,Unconditionally (feat. Adam Lazzara),James Arthur,pop,2019,2024‑02‑02,69,24,-9,11,17,182,72,5,44
694,Mad at You,Why Don't We,boy band,2019,2024‑02‑02,110,65,-5,13,58,170,8,3,44
695,Made You Look,Meghan Trainor,hip pop,2022,2024‑02‑02,145,52,-4,8,85,134,34,7,43
696,Slow Down,Why Don't We,boy band,2020,2024‑02‑02,127,86,-4,6,96,188,1,4,43
697,Only Want You,Rita Ora,dance pop,2018,2024‑02‑02,82,53,-6,10,38,181,6,4,43
698,Desire (with Sam Smith),Calvin Harris,dance pop,2023,2024‑02‑02,140,92,-5,23,51,179,3,5,42
699,Dishes,Lauv,pop,2020,2024‑02‑02,90,33,-10,13,28,157,42,7,42
700,No Lie,Sean Paul,dance pop,2017,2024‑02‑02,102,88,-3,29,50,221,4,12,42
701,Lose My Mind (feat. Josh Franceschi) - Acoustic,James Arthur,pop,2022,2024‑02‑02,79,40,-7,7,47,200,52,3,41
702,You (feat. Travis Barker),James Arthur,pop,2019,2024‑02‑02,145,84,-5,26,71,231,18,11,41
703,On The Road (feat. Meek Mill & Lil Baby),Post Malone,dfw rap,2019,2024‑02‑02,86,73,-5,10,22,218,6,9,40
704,Old Me,5 Seconds of Summer,boy band,2020,2024‑02‑02,128,62,-4,23,46,187,32,5,37
705,Don't Wanna Know,Maroon 5,pop,2017,2024‑02‑02,100,61,-6,10,42,214,34,7,37
706,Levitating,Dua Lipa,dance pop,2023,2024‑02‑02,103,83,-4,7,92,203,1,6,37
707,Luxurious,Gwen Stefani,dance pop,2004,2024‑02‑02,131,73,-4,12,67,265,15,8,35
708,Special,Lizzo,escape room,2023,2024‑02‑02,83,71,-5,45,26,174,2,7,35
709,UNHEALTHY (feat. Shania Twain),Anne-Marie,pop,2023,2024‑02‑02,120,66,-6,7,41,150,1,4,34
710,Señorita,Shawn Mendes,canadian pop,2023,2024‑02‑02,117,54,-6,9,75,191,4,3,34
711,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,colombian pop,2023,2024‑02‑02,127,91,-4,15,62,202,0,25,34
712,Young & Alive,Bazzi,pop,2020,2024‑02‑02,86,56,-5,12,50,160,33,4,33
713,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,pop,2018,2024‑02‑02,113,79,-5,20,21,245,2,3,33
714,I Love You's,Hailee Steinfeld,pop,2020,2024‑02‑02,107,79,-5,21,28,216,3,40,32
715,Die For You,The Weeknd,canadian contemporary r&b,2023,2024‑02‑02,134,53,-7,16,46,260,11,6,23
716,Dark Horse,Katy Perry,pop,2023,2024‑02‑02,132,59,-6,17,35,216,0,5,9
